X0,X1,X2,X3
0.84360576,9.19265,0.49830556,1.0
0.752716,8.565471,0.48088163,1.0
0.64544284,8.248517,0.5016755,1.0
0.32571006,6.7231197,0.5086578,1.0
-0.19230975,3.91281,0.48713094,1.0
0.188676,5.913403,0.4964779,1.0
1.6048038,13.112783,0.5079593,1.0
0.0015902034,4.9151716,0.49142805,1.0
0.28862265,6.48963,0.50511575,1.0
-1.9885044,-4.6561494,0.5288933,1.0
0.9165905,9.648897,0.50738263,1.0
0.361129,6.7954097,0.49941576,1.0
-2.726121,-8.638969,0.4998805,1.0
0.9231436,9.587887,0.49627358,1.0
-1.2595134,-1.2494067,0.50526553,1.0
-1.264707,-1.2705431,0.5036385,1.0
0.28319293,6.3074408,0.4873229,1.0
-2.2364855,-6.1707487,0.50179315,1.0
1.0980941,10.446371,0.49576634,1.0
-0.75883853,1.2116579,0.5022485,1.0
-1.9145309,-4.582007,0.49735782,1.0
0.9100398,9.468826,0.49261203,1.0
-0.11534648,4.45828,0.503401,1.0
0.15417774,6.0087423,0.52478933,1.0
1.7353997,13.813692,0.5130161,1.0
0.76734406,8.721898,0.48936328,1.0
2.2545204,16.313957,0.5032485,1.0
-0.6152221,2.073618,0.51320696,1.0
-0.57288754,2.2976184,0.5155736,1.0
0.25642365,6.365229,0.50943756,1.0
0.4852224,7.531032,0.51044816,1.0
-0.39502716,3.1987276,0.5180033,1.0
1.0449802,10.245165,0.50289905,1.0
-0.29034135,3.4260786,0.48843044,1.0
0.822505,9.126001,0.50158364,1.0
-1.4100076,-1.93534,0.5110785,1.0
1.3443414,11.878477,0.51462984,1.0
-0.94125944,0.24615155,0.49519995,1.0
-0.13427123,4.3097544,0.4970299,1.0
0.96126634,9.737616,0.49267778,1.0
-0.5693447,2.0954828,0.49306726,1.0
-0.2716049,3.6997945,0.50492895,1.0
1.674752,13.342502,0.49732465,1.0
-1.3884816,-2.0500913,0.48741114,1.0
1.1317649,10.569882,0.4912764,1.0
-1.0796139,-0.6017143,0.48121357,1.0
0.0472052,5.2612977,0.50256586,1.0
1.7529143,13.690961,0.49249992,1.0
1.1666206,10.5757675,0.47563663,1.0
-0.45392776,2.6274254,0.48897246,1.0
0.3845721,6.9718432,0.5063067,1.0
-0.7422445,1.2622104,0.4973662,1.0
0.9260797,9.502723,0.488461,1.0
-1.8561789,-4.237342,0.50389946,1.0
-0.026210427,4.795916,0.49135312,1.0
0.40482542,7.085701,0.5053224,1.0
-1.225039,-1.058508,0.5073194,1.0
1.5001172,12.5438595,0.5034723,1.0
1.1535485,10.715626,0.49392653,1.0
-1.8092101,-3.9908812,0.5057351,1.0
1.2723763,11.406004,0.50304407,1.0
-0.081002645,4.6940746,0.510567,1.0
0.03130768,5.1142807,0.49562645,1.0
-0.1576793,4.437966,0.52191806,1.0
1.0339293,10.087665,0.4917376,1.0
-0.4033674,3.093575,0.5122283,1.0
-0.030143587,4.7980924,0.4947308,1.0
-0.43100482,2.9750738,0.5130066,1.0
0.4665924,7.2341523,0.48742548,1.0
0.56386924,7.9773974,0.5150095,1.0
0.89827687,9.524557,0.50245845,1.0
-1.2177056,-1.2105461,0.48816273,1.0
0.665869,8.343447,0.5016293,1.0
0.6640034,8.355381,0.50484294,1.0
1.4712124,12.290039,0.4925683,1.0
0.12054744,5.7611938,0.51627785,1.0
-1.842064,-4.190759,0.5011351,1.0
-1.3441101,-1.7502787,0.49933228,1.0
-1.7076151,-3.5584908,0.49842727,1.0
1.962009,14.844594,0.5021385,1.0
-1.0714877,-0.38235947,0.49665537,1.0
0.10967885,5.49715,0.49450645,1.0
1.2117637,11.036089,0.49753112,1.0
-0.5078741,2.505514,0.505728,1.0
0.46091777,7.1834035,0.487259,1.0
0.105946206,5.600263,0.5070831,1.0
-0.2016514,3.937591,0.49378762,1.0
-0.6463073,1.7572553,0.49805346,1.0
0.36585394,6.931986,0.51030785,1.0
0.24936137,6.3079047,0.505188,1.0
-0.030209549,4.8589196,0.50197,1.0
0.863346,9.3686695,0.5042017,1.0
-0.22949064,3.86385,0.50099885,1.0
0.1449802,5.8633633,0.51437503,1.0
-0.9704869,0.17839892,0.50332236,1.0
0.91990036,9.406454,0.4792478,1.0
0.52450126,7.63553,0.5025251,1.0
-1.8911484,-4.433491,0.50239545,1.0
0.6290313,8.1913805,0.5046162,1.0
-1.2939078,-1.4951346,0.4981982,1.0
0.6592022,8.076842,0.4782105,1.0
-0.93986666,0.50819325,0.52151215,1.0
0.18042043,6.009754,0.51050156,1.0
-0.06730439,4.5308795,0.4874746,1.0
1.2437823,11.149794,0.4931583,1.0
-2.583325,-7.9196963,0.4997786,1.0
0.90003043,9.441036,0.4953688,1.0
-0.24531867,3.6471238,0.48587844,1.0
0.19186497,5.896597,0.49174467,1.0
0.14667326,5.7421737,0.5011369,1.0
-0.00012461157,4.9742846,0.49826938,1.0
0.3963176,6.81016,0.48568702,1.0
0.62265956,8.194314,0.5096431,1.0
-0.9693854,0.29163826,0.5149865,1.0
-0.16838199,4.0098133,0.4845794,1.0
0.3829527,6.870256,0.49539703,1.0
-0.38899955,3.0734832,0.50217617,1.0
2.5257552,17.684095,0.5054741,1.0
-1.4879587,-2.389454,0.50627923,1.0
-0.66954184,1.67182,0.5007524,1.0
-0.2865719,3.7583086,0.51838523,1.0
0.84307057,9.29226,0.50699455,1.0
-1.3942659,-2.009317,0.49512526,1.0
-0.14536181,4.4735894,0.5197753,1.0
-0.26047033,3.7267268,0.5032745,1.0
1.7425696,13.651602,0.49374047,1.0
0.67757696,8.395927,0.50228167,1.0
-0.8551837,0.6726662,0.49408722,1.0
-1.7128925,-3.574783,0.4980057,1.0
-0.5255372,2.4268012,0.5052267,1.0
1.028614,10.186484,0.50435257,1.0
-0.5659534,2.1936762,0.5025203,1.0
1.1398284,10.65321,0.494909,1.0
0.18721099,5.860169,0.49233708,1.0
1.0424936,10.094268,0.48903444,1.0
0.029141165,4.9683847,0.4821506,1.0
-1.0282096,-0.014400811,0.5140202,1.0
0.21846412,6.0293794,0.49471056,1.0
0.1789908,5.8845544,0.49848783,1.0
2.2046587,15.92925,0.48967364,1.0
-0.57873833,2.1448903,0.5024588,1.0
0.7154927,8.561159,0.4993692,1.0
-0.60556567,2.0234036,0.5044584,1.0
0.61538446,7.912408,0.48292544,1.0
0.80085325,8.892167,0.4871823,1.0
-1.7355767,-3.5860457,0.50941783,1.0
0.60899276,8.024853,0.49810863,1.0
1.1342032,10.7076235,0.5043991,1.0
1.8274736,14.105842,0.49719238,1.0
0.52128446,7.6796927,0.5067284,1.0
1.3395077,11.6106615,0.49187896,1.0
-0.4966917,2.3963904,0.48793882,1.0
0.16307674,5.823604,0.50131214,1.0
1.4222084,12.086555,0.49701783,1.0
-0.6562139,1.6775519,0.49731717,1.0
-0.4111563,3.1064258,0.5156629,1.0
-0.16788262,3.9678586,0.48120824,1.0
1.634845,13.123517,0.495425,1.0
-0.52645385,2.2961304,0.49197838,1.0
-0.643968,1.827328,0.50497514,1.0
0.5080006,7.4989433,0.49686006,1.0
0.50375646,7.52407,0.5014486,1.0
1.3475847,11.876974,0.5141369,1.0
-0.9176288,0.5227618,0.5095112,1.0
3.4245498,22.261845,0.51479167,1.0
0.3501335,6.6740646,0.49155888,1.0
0.5154243,7.577745,0.49988383,1.0
-0.9227413,0.4110032,0.50287265,1.0
0.68752706,8.608202,0.5168175,1.0
-0.38470706,3.07843,0.49952245,1.0
-0.38883325,3.0703197,0.5005464,1.0
-0.15200967,4.257173,0.5010263,1.0
1.1314278,10.593134,0.4916075,1.0
0.91225064,9.567377,0.50192755,1.0
0.7574675,8.680982,0.48968703,1.0
-1.3412675,-1.7181785,0.49805865,1.0
0.05960951,5.319019,0.50027055,1.0
-0.18627174,4.134518,0.5073012,1.0
0.19072203,5.9647903,0.501384,1.0
-0.19642417,3.9424949,0.49214584,1.0
2.1719735,15.798231,0.493502,1.0
0.89784855,9.374601,0.48774046,1.0
0.8427753,9.236319,0.50146675,1.0
-1.0520384,-0.17507163,0.5087018,1.0
0.6440694,8.245318,0.5025445,1.0
-0.9044141,0.46354127,0.49706358,1.0
0.48781788,7.333074,0.48889965,1.0
-0.17191428,4.136421,0.5019661,1.0
0.09202126,5.4641266,0.5011388,1.0
1.5272313,12.608745,0.49744865,1.0
-0.44222474,2.7547004,0.49621868,1.0
0.18601058,6.0811,0.5165254,1.0
1.1448057,10.752163,0.501792,1.0
1.1436821,10.728443,0.49966,1.0
1.0897506,10.465322,0.50131434,1.0
0.7832581,9.186853,0.5287141,1.0
1.8461498,14.29317,0.50590205,1.0
1.5061514,12.349272,0.48329476,1.0
-0.068888135,4.5840936,0.4935481,1.0
0.8182687,9.013276,0.4927268,1.0
-1.6940337,-3.4575975,0.5002538,1.0
0.8390582,9.317053,0.51238877,1.0
0.42555723,7.071346,0.49377322,1.0
0.9240037,9.800757,0.51639533,1.0
0.22290494,6.054062,0.49390855,1.0
-0.104079634,4.505259,0.5021915,1.0
1.438331,12.260094,0.50732476,1.0
-0.5291501,2.2351635,0.4897761,1.0
0.8630293,9.319728,0.5002293,1.0
2.5365436,17.89489,0.52029,1.0
-1.0678029,-0.16490142,0.51812667,1.0
-0.1933968,4.0730257,0.50436306,1.0
1.271732,11.33132,0.4988249,1.0
1.921733,14.768242,0.5142606,1.0
0.2673777,6.3221865,0.50053674,1.0
1.3543472,11.6972,0.4926967,1.0
0.5154362,7.6923623,0.51278746,1.0
0.3800554,6.843061,0.49519375,1.0
-0.060299475,4.5432043,0.48472184,1.0
-0.15923774,4.2494645,0.5055591,1.0
0.23317304,6.2128186,0.50482965,1.0
-1.2751039,-1.3668861,0.501984,1.0
-0.23497474,3.8665905,0.5047932,1.0
-0.021576975,5.064606,0.51751035,1.0
-0.097506836,4.3949313,0.48725772,1.0
-0.4693367,2.757027,0.5102162,1.0
-0.53676826,2.2957182,0.4979375,1.0
-1.6834017,-3.2952366,0.51126695,1.0
1.3880984,11.976538,0.5025361,1.0
0.954437,9.690656,0.4928309,1.0
0.4802775,7.425285,0.5034257,1.0
0.27926594,6.3830585,0.49769387,1.0
0.8063885,9.020192,0.4970054,1.0
0.58861464,7.911149,0.49457157,1.0
0.5399608,7.7514515,0.5053282,1.0
-0.6807504,1.6116818,0.5015419,1.0
0.8224415,9.254109,0.5142404,1.0
-1.0347527,-0.23816712,0.49525002,1.0
0.95420593,9.856396,0.50796056,1.0
-0.46827874,2.6603065,0.49875355,1.0
1.2736124,11.503699,0.5114728,1.0
0.22547682,6.0756273,0.49502546,1.0
-0.113143496,4.3904324,0.49622348,1.0
0.27599528,6.4261875,0.50638443,1.0
-0.56921285,2.1095905,0.4950506,1.0
-0.2553791,3.7407758,0.5033389,1.0
0.27398235,6.339405,0.49748138,1.0
0.013740903,5.1818705,0.51103556,1.0
1.6963716,13.394299,0.49182633,1.0
-1.6098971,-3.1260502,0.49286723,1.0
-0.6642322,1.5504491,0.48837838,1.0
-0.12298949,4.412615,0.5034164,1.0
-1.4250333,-2.1602702,0.49580014,1.0
-1.1795692,-0.9760383,0.49264064,1.0
0.95409054,9.854889,0.50987315,1.0
1.6800972,13.435242,0.5038646,1.0
-0.31270832,3.3814096,0.4926032,1.0
1.6691005,13.504857,0.51553714,1.0
-1.2684635,-1.2882547,0.5056767,1.0
