dataset,algorithm,column_order,train_size,seed,fit_sample_seconds,total_seconds,correlation_matrix_difference,k_marginal_tvd,nnaa
custom_scm,datgan,known_dag,20,0,175.30740594863892,179.60983991622925,0.2277147988815064,0.5220833333333333,0.94525
custom_scm,datgan,known_dag,20,1,94.1587450504303,94.62658905982973,0.53472468579163,0.5649166666666667,0.98025
custom_scm,datgan,known_dag,20,2,87.14300799369812,87.42857003211975,0.2594758647945833,0.4855833333333334,0.95725
custom_scm,datgan,known_dag,20,3,85.98320508003235,86.27526426315308,1.8027029388740023,0.77375,0.97675
custom_scm,datgan,known_dag,20,4,88.39402651786804,88.6954984664917,0.5532369667353652,0.4535,0.9385
custom_scm,datgan,known_dag,20,5,175.30639839172363,179.60977959632874,0.7421951212760776,0.4735,0.94725
custom_scm,datgan,known_dag,20,6,95.1368179321289,95.5943512916565,0.371836797609291,0.4536666666666667,0.934
custom_scm,datgan,known_dag,20,7,87.51817512512207,87.79881358146667,0.1924615312479598,0.4935833333333333,0.94925
custom_scm,datgan,known_dag,20,8,86.4277458190918,86.72102379798889,1.0211859477682594,0.5125833333333333,0.9655
custom_scm,datgan,known_dag,20,9,89.07491040229797,89.37852048873901,0.236367397890296,0.4783333333333333,0.95975
custom_scm,datgan,known_dag,20,10,175.30830359458923,179.60985255241394,0.7788301403219565,0.5732499999999999,0.965
custom_scm,datgan,known_dag,20,11,93.4886350631714,93.9519522190094,0.5029954316065729,0.5224166666666668,0.955
custom_scm,datgan,known_dag,20,12,85.86968183517456,86.18530774116516,1.221653530651875,0.5646666666666668,0.97975
custom_scm,datgan,known_dag,20,13,86.70379209518433,87.01762342453003,0.7089622387689116,0.5383333333333333,0.9655
custom_scm,datgan,known_dag,20,14,88.64816761016846,89.38083028793335,0.4665841524445696,0.4976666666666667,0.965
custom_scm,datgan,known_dag,20,15,175.30783891677856,179.60974836349487,0.4049830508033989,0.4775833333333334,0.95325
custom_scm,datgan,known_dag,20,16,94.12585186958312,94.58103537559508,0.3187923769891841,0.4445,0.9415
custom_scm,datgan,known_dag,20,17,86.19838500022888,86.4984245300293,0.4769718725508419,0.5817500000000001,0.961
custom_scm,datgan,known_dag,20,18,85.52067351341248,85.81897354125977,0.4171036293049106,0.4745833333333334,0.95675
custom_scm,datgan,known_dag,20,19,89.76126146316528,90.06450080871582,0.4426237001103414,0.4948333333333334,0.95975
custom_scm,datgan,known_dag,20,20,420.6347889900207,423.98197865486145,0.8245377374505407,0.5393333333333333,0.98375
custom_scm,datgan,known_dag,20,21,295.80961537361145,296.1890187263489,0.2134224619842527,0.4981666666666666,0.933
custom_scm,datgan,known_dag,20,22,291.65058064460754,292.01698446273804,0.3340400764091162,0.48425,0.95475
custom_scm,datgan,known_dag,20,23,288.8882520198822,289.2660348415375,0.6533564696761819,0.4773333333333333,0.9485
custom_scm,datgan,known_dag,20,24,294.5178506374359,294.8880224227905,0.8402467055615847,0.5080000000000001,0.968
custom_scm,datgan,known_dag,20,25,420.1557388305664,423.9722573757171,0.6275318716702589,0.547,0.9755
custom_scm,datgan,known_dag,20,26,295.7237296104431,296.10057163238525,0.4759440315747429,0.4899166666666668,0.96225
custom_scm,datgan,known_dag,20,27,290.9226715564728,291.3068070411682,0.318748824024741,0.4920833333333334,0.95225
custom_scm,datgan,known_dag,20,28,287.3232274055481,287.70901250839233,0.2643059838041386,0.4079166666666667,0.94775
custom_scm,datgan,known_dag,20,29,293.2991111278534,293.68201088905334,0.6353054572834216,0.4942500000000001,0.9655
custom_scm,datgan,known_dag,20,31,238.6746847629547,240.12312173843384,0.8865713829272295,0.5857500000000001,0.966
custom_scm,datgan,known_dag,20,32,136.99290657043457,137.37708854675293,1.1163267745094028,0.6305000000000001,0.96875
custom_scm,datgan,known_dag,20,33,136.3571891784668,136.76946425437927,0.2791031738636225,0.503,0.96125
custom_scm,datgan,known_dag,20,34,137.51454639434814,137.8492386341095,1.356119508896587,0.5334166666666668,0.95425
custom_scm,datgan,known_dag,20,35,135.18301033973694,135.50946736335754,0.6622628667198667,0.4740833333333334,0.9555
custom_scm,datgan,known_dag,20,36,241.07253098487857,241.79579305648804,0.6043641115538795,0.5544166666666667,0.963
custom_scm,datgan,known_dag,20,37,137.6599190235138,138.0058844089508,0.8919214545257511,0.6077500000000001,0.96825
