algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa,noise_level,test_dataset_path,train_dataset_path
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,0,1,,0.4970291969380093,0.29916666666666675,0.5700000000000001,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,1,2,,0.19656774107825858,0.25958333333333333,0.5507500000000001,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,2,3,,0.46382986836015,0.268,0.5385,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,3,4,,0.2808237208704997,0.39599999999999996,0.6214999999999999,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,4,5,,0.620865255733007,0.30550000000000005,0.54975,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,5,6,,0.17470964384566914,0.279,0.556,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,6,7,,0.4917876262867187,0.2826666666666667,0.53625,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,7,8,,0.3399485760384131,0.30350000000000005,0.57575,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,8,9,,1.1091338669114092,0.35533333333333333,0.6125,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,9,10,,0.29350742603425456,0.28783333333333333,0.56325,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,10,11,,0.26491088249611666,0.2910000000000001,0.597,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,11,12,,1.0695869845919945,0.3154166666666667,0.55975,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,12,13,,0.598935540210996,0.37125,0.619,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,13,14,,0.5487052435982915,0.26425000000000004,0.54525,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,14,15,,0.353180416300372,0.2820833333333333,0.54775,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,15,16,,0.26758446939144914,0.29525,0.55525,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,16,17,,0.2652847820049711,0.24708333333333335,0.52675,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,17,18,,0.7517680376503828,0.3334166666666667,0.584,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,18,19,,0.15877342551800364,0.2673333333333333,0.5482499999999999,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,19,20,,0.34031047921996677,0.2630833333333334,0.5700000000000001,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,20,21,,0.3497222310809069,0.28558333333333336,0.5449999999999999,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,21,22,,0.7002629428743783,0.30716666666666664,0.5780000000000001,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,22,23,,0.11643588965325694,0.2894166666666667,0.54625,0.1,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,23,24,,0.5035547432035907,0.30950000000000005,0.60775,0.1,datasets/global_test_set.npz,
