algorithm,column_order,train_size,mean_corr_X0_X3_old,std_corr_X0_X3_old,mean_corr_X0_X2_old,std_corr_X0_X2_old,n_reps,mean_corr_X0_X3_new,std_corr_X0_X3_new,mean_corr_X0_X2_new,std_corr_X0_X2_new,mean_corr_X0_X3_delta,mean_corr_X0_X3_changed_3dp,std_corr_X0_X3_delta,std_corr_X0_X3_changed_3dp,mean_corr_X0_X2_delta,mean_corr_X0_X2_changed_3dp,std_corr_X0_X2_delta,std_corr_X0_X2_changed_3dp
cpdag_discovered,original,20,-0.13608108,0.21460295,-0.13384818,0.21576825,100,-0.1360810856233001,0.214602957506978,-0.1338481746416073,0.2157682474679056,-5.623300103341222e-09,False,7.506978011440069e-09,False,5.358392701770853e-09,False,-2.5320943952689134e-09,False
cpdag_discovered,original,50,0.0050693857,0.19365162,0.005017628,0.19349639,100,0.0050693821301683,0.1936516160979856,0.0050176266999915,0.1934963902234113,-3.5698317002105795e-09,False,-3.902014406031995e-09,False,-1.3000084992872973e-09,False,2.234113172239205e-10,False
cpdag_discovered,original,100,-0.022481324,0.14318751,-0.022280116,0.14458555,100,-0.0224813268589787,0.1431875160929366,-0.0222801164723932,0.1445855523612961,-2.8589786996158217e-09,False,6.092936599699783e-09,False,-4.723932009453868e-10,False,2.3612961030927693e-09,False
cpdag_discovered,original,200,0.019471819,0.17785703,0.016510762,0.17544411,100,0.0194718173588626,0.1778570352208381,0.0165107609983533,0.1754441127935401,-1.6411373995883771e-09,False,5.220838095176816e-09,False,-1.001646699611003e-09,False,2.793540121448501e-09,False
cpdag_discovered,original,500,0.016027981,0.14572166,0.019180274,0.15490268,100,0.0160279816121328,0.145721662575695,0.0191802739037666,0.1549026746573668,6.121327993102721e-10,False,2.5756949906252657e-09,False,-9.623339972120171e-11,False,-5.342633196958602e-09,False
cpdag_minimal,original,20,0.0027943442,0.022564825,0.003808343,0.021309864,100,0.0027943433175096,0.0225648242189041,0.0038083436136366,0.0213098641878536,-8.824903997665945e-10,False,-7.810958997656048e-10,False,6.136365998665738e-10,False,1.87853597261034e-10,False
cpdag_minimal,original,50,-0.0011863952,0.023886882,-3.2027645e-05,0.023188429,100,-0.0011863954216823,0.0238868809859564,-3.2027640263549986e-05,0.0231884283203635,-2.2168229990397748e-10,False,-1.0140436025596333e-09,False,4.7364500152915e-12,False,-6.79636499856251e-10,False
cpdag_minimal,original,100,-0.0015539768,0.024672316,0.00039348603,0.019647304,100,-0.0015539765551511,0.0246723149310869,0.0003934860505978,0.0196473038554554,2.448488998357812e-10,False,-1.068913100393809e-09,False,2.0597799995584337e-11,False,-1.445446019820995e-10,False
cpdag_minimal,original,200,-0.0033120343,0.028973352,-0.001625843,0.025375498,100,-0.003312034527189,0.0289733519496037,-0.0016258426199783,0.0253754983039913,-2.2718900025142652e-10,False,-5.039630171510545e-11,False,3.8002170008911984e-10,False,3.039913008817674e-10,False
cpdag_minimal,original,500,0.000243101,0.022886083,0.00048751384,0.022931613,100,0.0002431016694754,0.0228860825229723,0.0004875139618161,0.0229316124041573,6.694754000030178e-10,False,-4.770277020615943e-10,False,1.2181609995894072e-10,False,-5.958427015673173e-10,False
dag,topological,20,0.0038354713,0.021296065,0.0033395889,0.020974802,100,0.003835470752092,0.0212960641217865,0.0033395890990504,0.0209748021522026,-5.479080002201986e-10,False,-8.782134984508527e-10,False,1.9905039986070627e-10,False,1.522025977473973e-10,False
dag,topological,50,-2.567634e-05,0.023168158,-5.147243e-05,0.023652581,100,-2.5676410150481388e-05,0.0231681595129663,-5.147266634594416e-05,0.023652579932789,-7.015048138802921e-11,False,1.5129662973845104e-09,False,-2.3634594415844045e-10,False,-1.0672110001275215e-09,False
dag,topological,100,0.00038800592,0.019645356,0.00052532763,0.019634949,100,0.0003880055248737,0.0196453568030864,0.0005253275099676,0.019634948388022,-3.951263000058665e-10,False,8.030863994645809e-10,False,-1.2003240003506666e-10,False,-6.119779995261698e-10,False
dag,topological,200,-0.0016116954,0.025372032,-0.0013963969,0.025549328,100,-0.001611695363681,0.0253720331048824,-0.0013963973426143,0.0255493271406763,3.631899989087195e-11,False,1.1048824008486058e-09,False,-4.426143000290511e-10,False,-8.593236990039888e-10,False
dag,topological,500,0.0004830732,0.022934252,0.0005283871,0.022967206,100,0.0004830736916483,0.0229342512330832,0.0005283873906228,0.0229672065893841,4.91648299979705e-10,False,-7.669167974289071e-10,False,2.906228000225039e-10,False,5.893841005522038e-10,False
vanilla,original,20,-0.1467618,0.20528173,-0.14455709,0.20647715,100,-0.1467617957750917,0.2052817335156508,-0.1445570862840395,0.206477142189272,4.2249082843337504e-09,False,3.5156507982581076e-09,False,3.715960511518901e-09,False,-7.81072800881688e-09,False
vanilla,original,50,-0.025585292,0.14439237,-0.025549645,0.14357921,100,-0.0255852935509756,0.1443923695561529,-0.0255496499082073,0.143579208237971,-1.5509756014220333e-09,False,-4.438470979639675e-10,False,-4.908207302395384e-09,False,-1.7620290226894042e-09,False
vanilla,original,100,-0.042569455,0.11337316,-0.042503137,0.1134739,100,-0.0425694503891281,0.1133731638801409,-0.0425031353347003,0.1134738991550917,4.610871899568547e-09,False,3.880140903023133e-09,False,1.6652997036903372e-09,False,-8.449082961048404e-10,False
vanilla,original,200,-0.029343564,0.09850462,-0.03437826,0.07993698,100,-0.0293435655091889,0.0985046194187382,-0.0343782622832804,0.0799369847355921,-1.5091889023211014e-09,False,-5.812618025791139e-10,False,-2.283280398085452e-09,False,4.7355920990144185e-09,False
vanilla,original,500,-0.027457977,0.042717755,-0.02722616,0.0423989,100,-0.0274579750269185,0.0427177549688153,-0.0272261608147528,0.0423988994558388,1.973081500267204e-09,False,-3.118470065510692e-11,False,-8.147527999491366e-10,False,-5.441612022094588e-10,False
vanilla,reverse_topological,20,-0.12147427,0.2017819,-0.11858427,0.2039376,100,-0.1214742741920053,0.2017818991059098,-0.1185842774412594,0.2039376050944641,-4.192005298442325e-09,False,-8.940901907728005e-10,False,-7.441259400331468e-09,False,5.0944641005745694e-09,False
vanilla,reverse_topological,50,-0.032673944,0.14832811,-0.034023806,0.14560534,100,-0.0326739408721914,0.1483281157509927,-0.034023810646031,0.1456053430651513,3.1278086023989182e-09,False,5.750992682074241e-09,False,-4.646031004362783e-09,False,3.0651512994417374e-09,False
vanilla,reverse_topological,100,-0.048523422,0.10199861,-0.047444567,0.10181221,100,-0.0485234199103433,0.10199861336167,-0.047444573015673,0.1018122181089356,2.089656697679132e-09,False,3.3616699979255316e-09,False,-6.0156730014027104e-09,False,8.10893560632131e-09,False
vanilla,reverse_topological,200,-0.035364356,0.082408555,-0.028044455,0.10863863,100,-0.03536435527727,0.0824085572453598,-0.0280444553098641,0.1086386468624,7.227300008461057e-10,False,2.2453598008675968e-09,False,-3.0986409965683137e-10,False,1.6862400004091782e-08,False
vanilla,reverse_topological,500,-0.03294664,0.038947508,-0.032084152,0.038848557,100,-0.0329466395266354,0.0389475078880219,-0.0320841469627339,0.0388485551317905,4.733645975196765e-10,False,-1.1197810040330936e-10,False,5.037266097296378e-09,False,-1.8682094968247576e-09,False
vanilla,topological,20,-0.01459171,0.11576836,-0.014097814,0.115088664,100,-0.0145917102484963,0.1157683586460657,-0.0140978122199885,0.1150886685627866,-2.484962999260709e-10,False,-1.3539342980095626e-09,False,1.7800115010430106e-09,False,4.562786606876479e-09,False
