X0,X1,X2,X3
0.22511673,2.6491444,0.15235545,0.3047171
-0.05334296,-5.4666133,-0.51999146,-1.0399841
0.86404365,8.072343,0.37521318,0.7504512
0.6067332,7.7363453,0.4702685,0.9405647
-2.9858224,-24.684273,-0.9755158,-1.9510351
0.5452422,-3.7847593,-0.65109736,-1.3021795
-1.0034794,-4.3783393,0.06390568,0.1278404
-1.4217287,-8.6897545,-0.15811165,-0.3162426
-0.1884734,-1.0264473,-0.008406897,-0.016801158
0.4109711,-2.2102451,-0.42651045,-0.8530439
-1.6407346,-3.8066878,0.43969926,0.879398
0.70457643,7.41187,0.3888989,0.7777919
0.76333886,4.1468434,0.033013232,0.066030696
0.046976198,5.8708076,0.56359404,1.1272413
-0.8676236,-2.0006878,0.23374331,0.46750933
-0.979378,-9.1933775,-0.42964748,-0.85929245
1.0259321,6.9734526,0.18437904,0.36875078
-1.5112227,-12.350695,-0.4794592,-0.95888263
1.0644704,9.714601,0.4392246,0.8784503
-0.16519916,-1.0757388,-0.024974179,-0.049925912
-0.0958345,-1.4034476,-0.09242883,-0.18486236
-1.7080877,-11.945085,-0.34046498,-0.68092954
-0.14671662,5.379206,0.6112781,1.2225413
0.61358553,2.295394,-0.07725407,-0.15452948
-1.33641,-8.823672,-0.21415932,-0.42832783
0.49863586,0.7325969,-0.17605817,-0.35213354
0.08901225,3.1065614,0.2661511,0.5323092
-0.6437556,-1.3912838,0.18275027,0.36544406
0.8546731,6.336921,0.20635411,0.4127326
-2.2022567,-8.857235,0.21540523,0.430821
0.34668076,12.441751,1.0708328,2.1416476
1.6194352,6.0651617,-0.20319998,-0.40641502
1.4399432,4.63854,-0.25611648,-0.51224273
0.38980672,-2.1197548,-0.4068796,-0.81377274
-0.30168077,1.5712814,0.30796888,0.61597943
-0.63580257,2.4660106,0.56450206,1.1289723
-0.3029258,-2.0843878,-0.056975767,-0.11394746
0.54380727,-1.4816229,-0.4200658,-0.8401565
-0.8072438,-8.158832,-0.41226095,-0.8244812
0.7574238,7.0401106,0.32529896,0.6505928
2.1331606,14.382024,0.37162146,0.7432542
-0.061883233,2.4064286,0.27158284,0.54315424
-1.3443948,-10.049493,-0.3327517,-0.6655097
-1.3447448,-5.5628843,0.11608432,0.23216133
0.77656555,4.4661455,0.058332317,0.11668581
-0.05974618,0.79472107,0.10934373,0.21868859
0.8768309,8.741287,0.43571258,0.8714288
-0.53363425,-1.5501629,0.11180273,0.22359554
0.83062357,7.5477653,0.33946666,0.67891353
-0.15829918,-0.45359376,0.03379104,0.06757907
-0.73250407,-2.2170486,0.14454694,0.2891194
-0.40099847,1.1514592,0.3156452,0.63128823
-1.1970544,-13.270784,-0.7285518,-1.4571558
1.9893596,8.348604,-0.15981914,-0.3196712
-0.09638181,-2.834056,-0.23521607,-0.47037265
0.6445141,0.028195258,-0.31943828,-0.63887787
-0.5368691,-4.0599627,-0.1375618,-0.27514225
-1.0519278,2.2150607,0.7474688,1.4949414
-0.2338805,-5.4986205,-0.43292016,-0.86583114
1.1011925,10.347327,0.48413652,0.96827835
-0.5207318,-11.017951,-0.84142935,-1.6828698
-0.870532,-6.027194,-0.167454,-0.33488503
0.15546425,1.5911883,0.08138842,0.16275306
0.4990226,5.4262166,0.2931106,0.58622235
1.6428481,11.770285,0.35560393,0.7112266
0.35375047,5.7356057,0.39668486,0.79334724
0.64399266,1.4761953,-0.174378,-0.34872508
0.71927524,1.2845693,-0.23118144,-0.4623518
-1.1530154,-1.4752553,0.42898223,0.8579759
-0.96333206,-5.7729607,-0.09563072,-0.19130433
-1.0838963,-11.797983,-0.63785,-1.2756863
-1.3321458,-12.327379,-0.5666652,-1.1332872
0.79545987,-0.6200123,-0.45973197,-0.9194523
0.2900501,3.9360993,0.24858493,0.49716073
0.07949606,1.109691,0.07122071,0.14242573
-2.5927165,-9.510919,0.34526545,0.69048536
2.055477,8.141269,-0.21361226,-0.42725265
-0.894272,-3.6786304,0.07927173,0.1585397
2.0518126,13.38695,0.31278628,0.6255904
