dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,metric,is_significant
custom_scm_noise1e-2,20,-0.0213779246371955,-0.0725077433996303,0.0293812578379831,0.3461409289190746,0.3461409289190746,correlation_matrix_difference,False
custom_scm_noise1e-2,50,-0.0228569771213374,-0.0446958857301383,-0.0017180504467939,0.0344666316769785,0.0344666316769785,correlation_matrix_difference,True
custom_scm_noise1e-2,100,-0.0009587181143863,-0.0210123164362014,0.020489609677227,0.9151157833041156,0.9151157833041156,correlation_matrix_difference,False
custom_scm_noise1e-2,200,-0.0095933195852734,-0.0255139424771529,0.0062007044889443,0.1766116278456737,0.1766116278456737,correlation_matrix_difference,False
custom_scm_noise1e-2,500,-0.0117781407810922,-0.0260847686565092,0.0010507857268506,0.0407757290154926,0.0815514580309853,correlation_matrix_difference,False
custom_scm_noise1e-2,20,0.0074999999999999,0.0035,0.0117499999999999,2.4735236159299645e-05,7.420570847789893e-05,nnaa,True
custom_scm_noise1e-2,50,0.0028749999999999,-0.0002499999999999,0.0061249999999999,0.041276898368546,0.0825537967370921,nnaa,False
custom_scm_noise1e-2,100,0.002,-0.0015,0.00575,0.1472592106268836,0.4701702977177116,nnaa,False
custom_scm_noise1e-2,200,0.0011249999999999,-0.0021249999999999,0.0043749999999999,0.3523218750316963,0.7046437500633926,nnaa,False
custom_scm_noise1e-2,500,-0.00025,-0.0034999999999999,0.0029999999999999,0.7965007827629699,1.0,nnaa,False
