dataset,train_size,seed,tabularargn_correlation_matrix_difference,tabularargn_k_marginal_tvd,tabularargn_nnaa,tabularargn_cmd_loss,tabularargn_kmtvd_loss,tabularargn_nnaa_loss,fit_seconds,sample_seconds,total_seconds,tabpfn_correlation_matrix_difference,tabpfn_k_marginal_tvd,tabpfn_nnaa,tabpfn_cmd_loss,tabpfn_kmtvd_loss,tabpfn_nnaa_loss,tabpfn_method
csuite_large_backdoor,100,290,3.523049663081314,0.4354722222222221,0.80775,3.523049663081314,0.4354722222222221,0.3077499999999999,45.9599838256836,0.3485898971557617,54.700395584106445,0.6353065904036795,0.26075,0.5335000000000001,0.6353065904036795,0.26075,0.0335,TabPFN DAG-aware
csuite_large_backdoor,100,291,3.551779278996664,0.4306111111111111,0.821,3.551779278996664,0.4306111111111111,0.3209999999999999,25.796255588531498,0.2599923610687256,26.482677221298218,0.5776185233028138,0.2629583333333333,0.5445,0.5776185233028138,0.2629583333333333,0.0444999999999999,TabPFN DAG-aware
csuite_large_backdoor,100,292,3.5609228088858327,0.4369444444444443,0.8287500000000001,3.5609228088858327,0.4369444444444443,0.3287500000000001,31.76859736442566,0.2626156806945801,32.45451521873474,0.489608818586616,0.27275,0.5660000000000001,0.489608818586616,0.27275,0.066,TabPFN DAG-aware
csuite_large_backdoor,100,293,3.582391079941491,0.4240555555555556,0.80675,3.582391079941491,0.4240555555555556,0.3067499999999999,28.64814496040344,0.2591269016265869,29.298425436019897,0.9751781300234508,0.2759444444444445,0.55025,0.9751781300234508,0.2759444444444445,0.05025,TabPFN DAG-aware
csuite_large_backdoor,100,294,3.5576179788945117,0.4403194444444445,0.83225,3.5576179788945117,0.4403194444444445,0.33225,28.85637044906616,0.2634241580963135,29.523193359375,0.7012781672969426,0.2609722222222221,0.53175,0.7012781672969426,0.2609722222222221,0.0317499999999999,TabPFN DAG-aware
csuite_large_backdoor,100,295,3.5351144268253325,0.4471805555555554,0.8452500000000001,3.5351144268253325,0.4471805555555554,0.34525,62.54025483131409,0.3344113826751709,72.90053009986877,0.3965828667714037,0.2631250000000001,0.5365,0.3965828667714037,0.2631250000000001,0.0364999999999999,TabPFN DAG-aware
csuite_large_backdoor,100,297,3.5513742383854643,0.4429583333333334,0.8275,3.5513742383854643,0.4429583333333334,0.3275,43.84904265403747,0.2622332572937011,44.53147530555725,0.4345675997300255,0.2705555555555556,0.55025,0.4345675997300255,0.2705555555555556,0.05025,TabPFN DAG-aware
csuite_large_backdoor,100,298,3.5347380168228666,0.451888888888889,0.831,3.5347380168228666,0.451888888888889,0.3309999999999999,31.807219982147217,0.2624163627624511,32.49712824821472,0.4702233578980319,0.2632916666666667,0.54125,0.4702233578980319,0.2632916666666667,0.04125,TabPFN DAG-aware
csuite_large_backdoor,100,299,3.5061231726119826,0.4413194444444445,0.82075,3.5061231726119826,0.4413194444444445,0.32075,34.737245321273804,0.2605805397033691,35.45096397399902,0.4897611304693842,0.2577361111111111,0.5355,0.4897611304693842,0.2577361111111111,0.0354999999999999,TabPFN DAG-aware
csuite_large_backdoor,100,300,3.568164567284752,0.4227916666666667,0.823,3.568164567284752,0.4227916666666667,0.3229999999999999,55.61413359642029,0.3314399719238281,65.92859435081482,0.3951171932238522,0.2574583333333333,0.54175,0.3951171932238522,0.2574583333333333,0.0417499999999999,TabPFN DAG-aware
