dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,is_significant,metric
csuite_large_backdoor,20,0.0195,0.0141249999999999,0.0248749999999999,1.404916763435883e-13,9.834417344051182e-13,True,nnaa
csuite_large_backdoor,50,0.01575,0.0116249999999999,0.0200000000000001,1.926491162739232e-14,1.3485438139174624e-13,True,nnaa
csuite_large_backdoor,100,0.0135,0.0097499999999999,0.0173749999999999,3.36428761261813e-13,2.3550013288326912e-12,True,nnaa
csuite_large_backdoor,200,0.006625,0.00325,0.0101249999999999,1.1732381502072795e-06,8.212667051450956e-06,True,nnaa
csuite_large_backdoor,500,0.00075,-0.002125,0.00375,0.4681509682295839,1.0,False,nnaa
csuite_mixed_confounding,20,0.0355,0.0297499999999999,0.0414999999999999,8.518130880631387e-18,5.110878528378833e-17,True,nnaa
csuite_mixed_confounding,50,0.0368749999999999,0.032375,0.04175,3.896120241954008e-18,3.1168961935632064e-17,True,nnaa
csuite_mixed_confounding,100,0.031375,0.0269999999999998,0.035375,4.669372241450955e-18,3.116017151818053e-17,True,nnaa
csuite_mixed_confounding,200,0.020375,0.0165,0.0244999999999999,3.804793694492442e-17,3.0438349555939536e-16,True,nnaa
csuite_mixed_confounding,500,0.0133749999999999,0.0103750000000001,0.0162499999999999,2.4711287395943103e-15,1.7297901177160172e-14,True,nnaa
csuite_mixed_simpson,20,0.013125,0.007375,0.01825,7.336480387419795e-08,4.401888232451876e-07,True,nnaa
csuite_mixed_simpson,50,0.0068749999999999,0.00325,0.0107499999999999,6.880497332407542e-06,3.440248666203771e-05,True,nnaa
csuite_mixed_simpson,100,0.008875,0.005125,0.0127499999999999,3.9958927866168904e-08,2.3282827718928126e-07,True,nnaa
csuite_mixed_simpson,200,0.0238125,0.013875,0.0336249999999999,4.2093188544630056e-12,3.3674550835704044e-11,True,nnaa
csuite_mixed_simpson,500,0.02575,0.016125,0.03575,5.6300864654148135e-12,4.504069172331851e-11,True,nnaa
csuite_nonlin_simpson,20,0.0084999999999999,0.0041249999999999,0.0127499999999999,3.2588348418203947e-06,2.607067873456316e-05,True,nnaa
csuite_nonlin_simpson,50,0.0143749999999999,0.0101249999999999,0.0186249999999999,6.415781877378417e-13,4.491047314164892e-12,True,nnaa
csuite_nonlin_simpson,100,0.0175,0.0135,0.021625,5.699601393556503e-16,4.5596811148452016e-15,True,nnaa
csuite_nonlin_simpson,200,0.015375,0.012125,0.0186249999999999,2.5351229262653273e-16,2.028098341012262e-15,True,nnaa
csuite_nonlin_simpson,500,0.00925,0.005875,0.012875,9.75137459284421e-10,7.801099674275368e-09,True,nnaa
csuite_symprod_simpson,20,0.01175,0.0064999999999999,0.0172499999999999,2.742011833617903e-07,1.6452071001707414e-06,True,nnaa
csuite_symprod_simpson,50,0.0113749999999999,0.0068749999999998,0.0162499999999999,3.2032010616625462e-09,2.2422407431637823e-08,True,nnaa
csuite_symprod_simpson,100,0.0095,0.0056249999999999,0.0134999999999999,2.3878589679117286e-09,1.67150127753821e-08,True,nnaa
csuite_symprod_simpson,200,0.0055,0.0017499999999999,0.0089999999999999,8.19520927533394e-05,0.0005736646492733,True,nnaa
csuite_symprod_simpson,500,0.0025,-0.0003750000000001,0.005375,0.0213365543366945,0.1493558803568618,False,nnaa
csuite_weak_arrows,20,0.0201249999999999,0.0151249999999998,0.0253749999999999,3.3931830665278976e-15,2.3752281465695285e-14,True,nnaa
csuite_weak_arrows,50,0.015875,0.011125,0.0204999999999999,1.3426056219652785e-12,9.398239353756947e-12,True,nnaa
csuite_weak_arrows,100,0.0089999999999999,0.005,0.0132499999999999,1.0426585911490337e-07,7.028524665921274e-07,True,nnaa
csuite_weak_arrows,200,0.007875,0.00475,0.0113749999999999,8.029159633849923e-10,6.423327707079938e-09,True,nnaa
csuite_weak_arrows,500,0.00275,-0.0007499999999999,0.0062499999999999,0.0362631351778946,0.2175788110673679,False,nnaa
custom_scm,20,0.000625,-0.00275,0.00425,0.6376016874592171,0.6376016874592171,False,nnaa
custom_scm,50,0.00425,0.0008749999999998,0.0079999999999999,0.0018817962162972,0.0112907772977833,True,nnaa
custom_scm,100,0.0017499999999999,-0.0016249999999999,0.0048749999999999,0.1388161034992299,0.6940805174961496,False,nnaa
custom_scm,200,-0.0001875,-0.0030000000000001,0.00275,0.8716174140249656,1.0,False,nnaa
custom_scm,500,0.00225,-0.0003749999999999,0.0047499999999999,0.0166291775111184,0.1330334200889473,False,nnaa
