dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,comparison,is_significant
custom_scm_noise1e-2,20,0.7153639766186317,0.5066138451516311,0.9480016231536864,4.944734111085703e-14,1.9778936444342813e-13,vanilla_original_vs_topological,True
custom_scm_noise1e-2,50,0.7497344558655898,0.5958975499093215,0.927619809430806,1.0104199612316772e-16,5.052099806158385e-16,vanilla_original_vs_topological,True
custom_scm_noise1e-2,100,0.4478478377282303,0.2997844219207763,0.6137897913872878,1.4494881762402344e-11,5.7979527049609377e-11,vanilla_original_vs_topological,True
custom_scm_noise1e-2,200,0.0227103233337402,-0.0552501678466797,0.1055390834808349,0.5224792307772006,0.6346210157258283,vanilla_original_vs_topological,False
custom_scm_noise1e-2,500,0.0551555156707763,-0.0089933872222899,0.1216777508675734,0.041457350458652,0.1243720513759562,vanilla_original_vs_topological,False
custom_scm_noise1e-2,1000,0.0120328664779662,-0.049710398393901,0.073415165621074,0.6084337865773708,1.0,vanilla_original_vs_topological,False
simglucose,20,31.289304025955342,13.586593627929688,51.67420196533203,0.0007435485144769,0.0007435485144769,vanilla_original_vs_topological,True
simglucose,50,14.945569284744412,-8.091221841126071,43.174700276031786,0.1833102218003396,0.1833102218003396,vanilla_original_vs_topological,False
simglucose,100,23.232968791351027,3.6924185594174337,44.12289145782528,0.0208574862603717,0.0208574862603717,vanilla_original_vs_topological,True
simglucose,200,34.44551347892747,25.33526611328125,44.321044921875,2.6806833296131677e-10,2.6806833296131677e-10,vanilla_original_vs_topological,True
simglucose,500,24.29961416725115,17.10759975112944,32.10468575164737,5.311468043336473e-10,5.311468043336473e-10,vanilla_original_vs_topological,True
simglucose,1000,9.060518972091526,0.81170654296875,16.37322998046875,0.0344666316769785,0.0344666316769785,vanilla_original_vs_topological,True
custom_scm_noise1e-2,20,-1.222206709048136,-1.5743569081246536,-0.8897945880889893,6.747817107930334e-12,2.0243451323791e-11,vanilla_original_vs_worst,True
custom_scm_noise1e-2,50,-0.6867525902778069,-0.9109537601470948,-0.4772990400374253,9.521106397643388e-11,2.8563319192930155e-10,vanilla_original_vs_worst,True
custom_scm_noise1e-2,100,-0.2268420512259323,-0.3690528924048264,-0.091848611831665,0.0003268305189816,0.0006536610379632,vanilla_original_vs_worst,True
custom_scm_noise1e-2,200,-0.1884028911590576,-0.2941527366638183,-0.0826077461242675,4.347927921668688e-05,0.00013043783765,vanilla_original_vs_worst,True
custom_scm_noise1e-2,500,-0.0147961946934302,-0.0857067108154297,0.0482597351074218,0.5775215365287132,0.5775215365287132,vanilla_original_vs_worst,False
custom_scm_noise1e-2,1000,0.0203396650761207,-0.0291515534341018,0.070864200592041,0.2712171344436851,0.8136514033310553,vanilla_original_vs_worst,False
