bundle,dataset,train_size,condition_a,condition_b,raw_effect_hl,distance_effect_hl,hl_delta_distance_minus_raw,raw_p_holm,distance_p_holm,raw_significant,distance_significant,significance_changed
main_cleaned,csuite_large_backdoor,20,vanilla_original,cpdag_discovered_original,0.0,0.0,0.0,0.6346210157258283,0.6346210157258283,False,False,False
main_cleaned,csuite_large_backdoor,20,vanilla_original,cpdag_minimal_original,-0.00325,-0.00325,0.0,0.0722922017631696,0.0726183439124115,False,False,False
main_cleaned,csuite_large_backdoor,20,vanilla_original,dag_topological,0.0193749999999999,0.0193749999999999,0.0,3.6164886922419356e-15,3.6177309319051065e-15,True,True,False
main_cleaned,csuite_large_backdoor,20,vanilla_original,vanilla_reverse_topological,-0.0015,-0.0015,0.0,0.6346210157258283,0.6346210157258283,False,False,False
main_cleaned,csuite_large_backdoor,20,vanilla_original,vanilla_topological,0.0054999999999999,0.0054999999999999,0.0,0.0152447818018056,0.0152456120437662,True,True,False
main_cleaned,csuite_large_backdoor,20,vanilla_topological,dag_topological,0.014125,0.014125,0.0,4.3396795093142125e-11,4.6086631697082486e-11,True,True,False
main_cleaned,csuite_large_backdoor,50,vanilla_original,cpdag_discovered_original,0.0,0.0,0.0,0.1763182445779345,0.1763182445779345,False,False,False
main_cleaned,csuite_large_backdoor,50,vanilla_original,cpdag_minimal_original,-0.002125,-0.002125,0.0,0.2266552844781183,0.2282436061135315,False,False,False
main_cleaned,csuite_large_backdoor,50,vanilla_original,dag_topological,0.0163749999999999,0.0163749999999999,0.0,7.927799221345353e-15,8.047243823430007e-15,True,True,False
main_cleaned,csuite_large_backdoor,50,vanilla_original,vanilla_reverse_topological,-0.0003749999999999,-0.0003749999999999,0.0,0.774032083496542,0.7714030267331234,False,False,False
main_cleaned,csuite_large_backdoor,50,vanilla_original,vanilla_topological,0.0050624999999999,0.0050625,9.974659986866641e-17,0.0023407511290455,0.0023114397663556,True,True,False
main_cleaned,csuite_large_backdoor,50,vanilla_topological,dag_topological,0.0111249999999999,0.0111249999999999,0.0,3.678208040740791e-09,3.7197292536948372e-09,True,True,False
main_cleaned,csuite_large_backdoor,100,vanilla_original,cpdag_discovered_original,0.0,0.0,0.0,1.0,1.0,False,False,False
main_cleaned,csuite_large_backdoor,100,vanilla_original,cpdag_minimal_original,-0.001,-0.001,0.0,1.0,1.0,False,False,False
main_cleaned,csuite_large_backdoor,100,vanilla_original,dag_topological,0.0145,0.0145,0.0,1.5822506503833522e-12,1.562757400181603e-12,True,True,False
main_cleaned,csuite_large_backdoor,100,vanilla_original,vanilla_reverse_topological,-0.0005624999999999,-0.0005624999999999,0.0,1.0,1.0,False,False,False
main_cleaned,csuite_large_backdoor,100,vanilla_original,vanilla_topological,0.007375,0.007375,0.0,2.560270442465675e-06,2.492823783546569e-06,True,True,False
main_cleaned,csuite_large_backdoor,100,vanilla_topological,dag_topological,0.00675,0.0067499999999999,-9.974659986866641e-17,4.262254041582378e-06,4.082298146209726e-06,True,True,False
main_cleaned,csuite_large_backdoor,200,vanilla_original,cpdag_discovered_original,0.0,0.0,0.0,1.0,1.0,False,False,False
main_cleaned,csuite_large_backdoor,200,vanilla_original,cpdag_minimal_original,-0.0003749999999999,-0.0003749999999999,0.0,1.0,1.0,False,False,False
main_cleaned,csuite_large_backdoor,200,vanilla_original,dag_topological,0.0087499999999999,0.00875,1.0061396160665481e-16,2.372340885500487e-07,2.2613360006244426e-07,True,True,False
main_cleaned,csuite_large_backdoor,200,vanilla_original,vanilla_reverse_topological,0.000875,0.000875,0.0,1.0,1.0,False,False,False
main_cleaned,csuite_large_backdoor,200,vanilla_original,vanilla_topological,0.0048749999999999,0.0048749999999999,0.0,0.0021501977243024,0.0021646896371843,True,True,False
main_cleaned,csuite_large_backdoor,200,vanilla_topological,dag_topological,0.0038749999999999,0.0038749999999999,0.0,0.0165422059716509,0.016815752523681,True,True,False
main_cleaned,csuite_large_backdoor,500,vanilla_original,cpdag_discovered_original,-0.0016249999999999,-0.0016249999999999,0.0,0.1196968580943885,0.0941570574571774,False,False,False
main_cleaned,csuite_large_backdoor,500,vanilla_original,cpdag_minimal_original,-0.00175,-0.0018749999999999,-0.00012499999999989993,0.5813321408544057,0.5229868233911683,False,False,False
main_cleaned,csuite_large_backdoor,500,vanilla_original,dag_topological,0.002,0.0014375,-0.0005625000000000001,0.3216579786159861,0.5229868233911683,False,False,False
main_cleaned,csuite_large_backdoor,500,vanilla_original,vanilla_reverse_topological,-0.0017499999999999,-0.002,-0.00025000000000009997,0.5813321408544057,0.3902049875811727,False,False,False
main_cleaned,csuite_large_backdoor,500,vanilla_original,vanilla_topological,0.00175,0.0014999999999999,-0.00025000000000009997,0.5813321408544057,0.5229868233911683,False,False,False
main_cleaned,csuite_large_backdoor,500,vanilla_topological,dag_topological,0.0001875,2.5587171270657905e-17,-0.00018749999999997442,0.9069338049981666,0.9821692362438816,False,False,False
main_cleaned,csuite_mixed_confounding,20,vanilla_original,cpdag_discovered_original,0.000375,0.000375,0.0,0.6036107797487138,0.6000276080131859,False,False,False
