dataset,algorithm,column_order,train_size,seed,fit_sample_seconds,total_seconds,correlation_matrix_difference,k_marginal_tvd,nnaa
custom_scm,ctgan,unconditional,20,0,63.13116478919983,109.68680596351624,1.9316569353250272,0.5330833333333334,0.9715
custom_scm,ctgan,unconditional,20,1,3.10794997215271,3.4828009605407715,1.6517303924607942,0.4678333333333334,0.969
custom_scm,ctgan,unconditional,20,2,2.695426225662231,3.0303311347961426,1.814169554489147,0.5229166666666667,0.98025
custom_scm,ctgan,unconditional,20,3,2.658174991607666,2.9777774810791016,1.8849803013847783,0.5415000000000001,0.9675
custom_scm,ctgan,unconditional,20,4,2.717282295227051,3.027940034866333,1.956349932559439,0.5724166666666667,0.96975
custom_scm,ctgan,unconditional,20,5,63.13037252426148,117.47411322593688,1.8326070274729005,0.5365833333333333,0.976
custom_scm,ctgan,unconditional,20,6,2.5776000022888184,2.8887500762939453,1.9787674163790845,0.4569166666666667,0.96725
custom_scm,ctgan,unconditional,20,7,2.6301326751708984,2.941736459732056,1.4468263982323928,0.5864166666666667,0.95825
custom_scm,ctgan,unconditional,20,8,2.611042261123657,2.92054295539856,1.618232708530321,0.5488333333333334,0.965
custom_scm,ctgan,unconditional,20,9,2.599771738052368,2.920471429824829,1.6825511568256375,0.5020000000000001,0.9685
custom_scm,ctgan,unconditional,20,10,63.29546117782593,109.692889213562,1.899514034689964,0.5411666666666667,0.97225
custom_scm,ctgan,unconditional,20,11,2.755456686019897,3.0806427001953125,1.7234498030762944,0.5181666666666668,0.96975
custom_scm,ctgan,unconditional,20,12,2.73368501663208,3.058448076248169,1.9653531258386063,0.5843333333333334,0.97475
custom_scm,ctgan,unconditional,20,13,2.728488683700561,3.0539321899414062,2.0117171367534423,0.4601666666666666,0.96725
custom_scm,ctgan,unconditional,20,14,2.760401487350464,3.088001012802124,1.595040484487287,0.5176666666666667,0.97075
custom_scm,ctgan,unconditional,20,15,63.13046717643738,109.69204592704772,1.7774760312121238,0.5505833333333334,0.9645
custom_scm,ctgan,unconditional,20,16,2.6063501834869385,2.917083263397217,1.7909521051251909,0.5212500000000001,0.974
custom_scm,ctgan,unconditional,20,17,2.5929524898529053,2.8955676555633545,1.9477387735394471,0.47125,0.96625
custom_scm,ctgan,unconditional,20,18,2.6273012161254883,2.935983419418335,1.917342737190444,0.5225000000000001,0.9655
custom_scm,ctgan,unconditional,20,19,2.6332554817199707,2.941157817840576,1.5535042164892885,0.46575,0.966
custom_scm,ctgan,unconditional,20,20,63.12915968894959,119.47930002212524,2.076030496152212,0.5173333333333333,0.97
custom_scm,ctgan,unconditional,20,21,2.624037981033325,2.927390813827514,1.8333954087767077,0.5568333333333334,0.96525
custom_scm,ctgan,unconditional,20,22,2.6058292388916016,2.9419751167297363,1.5834639481193449,0.41825,0.96175
custom_scm,ctgan,unconditional,20,23,2.6688969135284424,2.9717330932617188,1.198363294555669,0.476,0.9705
custom_scm,ctgan,unconditional,20,24,2.638180017471313,2.937159299850464,2.0780282993535097,0.5665833333333333,0.98
custom_scm,ctgan,unconditional,20,25,63.13072681427002,109.5176956653595,1.7773384927435858,0.4815,0.9715
custom_scm,ctgan,unconditional,20,26,2.6506991386413574,4.799870252609253,2.2178906376040373,0.537,0.97125
custom_scm,ctgan,unconditional,20,27,2.6178152561187744,2.916990280151367,1.8062329393391767,0.5263333333333333,0.96825
custom_scm,ctgan,unconditional,20,28,2.660377025604248,2.964909315109253,2.1758028141558863,0.5404166666666668,0.9675
custom_scm,ctgan,unconditional,20,29,2.604513168334961,2.9052250385284424,1.7820603705005795,0.5132500000000001,0.97225
custom_scm,ctgan,unconditional,20,31,63.31287717819214,119.47445464134216,1.810887574008197,0.5101666666666668,0.965
custom_scm,ctgan,unconditional,20,32,2.6131765842437744,3.0816638469696045,1.6854521670722926,0.5928333333333334,0.96775
custom_scm,ctgan,unconditional,20,33,2.598381519317627,2.904083490371704,1.9476103105306413,0.5315,0.9725
custom_scm,ctgan,unconditional,20,34,2.6268813610076904,2.9369137287139893,1.9345802031246344,0.5103333333333334,0.96625
custom_scm,ctgan,unconditional,20,35,2.632266044616699,2.941102743148804,1.6872039651227242,0.5174166666666667,0.9725
custom_scm,ctgan,unconditional,20,36,58.65480422973633,108.40682888031006,1.5173457636459102,0.4233333333333333,0.9625
custom_scm,ctgan,unconditional,20,37,2.604930877685547,2.9262099266052246,1.8103763405366144,0.53625,0.96725
custom_scm,ctgan,unconditional,20,38,2.6313745975494385,2.941465139389038,1.9642246622689723,0.5036666666666667,0.9705
custom_scm,ctgan,unconditional,20,39,2.6135776042938232,2.917202472686768,1.9801912209753805,0.5975833333333334,0.97575
custom_scm,ctgan,unconditional,20,40,2.617166519165039,2.9247870445251465,1.6097964702329874,0.556,0.969
custom_scm,ctgan,unconditional,20,41,63.13003158569336,109.51708483695984,1.8570995083737984,0.505,0.96775
custom_scm,ctgan,unconditional,20,42,2.622977495193481,2.9262616634368896,1.6028921030170833,0.4735,0.9685
custom_scm,ctgan,unconditional,20,43,2.593843936920166,2.894906044006348,1.8401584558657085,0.48375,0.9675
custom_scm,ctgan,unconditional,20,44,2.620908260345459,2.9232735633850098,1.6688621732325226,0.4769166666666667,0.971
custom_scm,ctgan,unconditional,20,45,2.607084274291992,3.190375804901123,1.611344205763959,0.6030833333333334,0.9655
