action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc
30.0,371.427571182885,87.33503498903842,0.0039668066619704,756276.3437940748,0.0086194404082033,92.8755373682159,84.00251320214083,0.142167397600321,186915.35553535205,0.1490411197624475,351.17644073709283,0.8986859862963932,0.0161798660814305,0.0385545942853313,61.0634658837383,739575.6319736909,338.99983607627206,124.03822511966084,0.0063087254509669,0.3553536204887544,0.1936603769814137,80.13627713212065,0.1715369179670256,85.25623873642995,3.55004000454384,0.0037735238119380376,,0.0415903983961301,,0.02238465989370532,4.577163794351286,0.0,0.8588196795158622,0.0158499612847235,2.9009268211286656e-05,1.6759944954867123,1.000848385831401
30.0,375.309665776598,68.08109536684002,0.0028634851973677,1433746.584967919,0.0177002028280591,66.51179436350583,66.64894433712024,0.0828996513981788,138970.15200421313,0.2163486046957916,365.2785883402068,0.8991023856977721,0.0164227231277478,0.0654668317156459,135.86378308466772,1442221.9799057757,338.99891412321705,97.27177293906408,0.0014960772033054,0.2072878565880718,0.2259869662157314,76.97904353388365,0.2168481985011577,72.57716029790892,4.349979935395563,0.0,,0.0211692671508404,,0.016422210064640844,5.675133681566546,0.0,0.8871568013193074,0.0148962288090645,0.0004810985896873,1.2800010998379574,1.0013372793316189
30.0,362.72290972505544,79.76903391532824,0.003553571377887,710740.634402544,0.0059163885071985,77.07023120159555,73.1344987660389,0.1296795202051897,165601.3012112497,0.1571430113715667,360.9700250022913,0.8973769827194652,0.0161253386130661,0.0452773965453448,63.17794309044656,747696.0251719328,339.0005494974029,100.96858455728156,0.0083524432876345,0.3241107074372176,0.1533961569827489,75.58238334003903,0.1777654657120484,69.543603186701,3.264011576473021,0.0,,0.0402294858862768,,0.0183774081389166,4.087055176280763,0.0,0.8436838290402409,0.0166172126645188,0.0003079287630031,1.4588644067682908,0.9989994930356784
30.0,361.47059613842913,70.70461913340321,0.0034959055287248,716081.9969152494,0.0055237197450219,68.25237273785856,74.17116386278234,0.1278750187185469,157497.2266499586,0.1583884742192445,352.4584482649206,0.901189692906255,0.0161125381576805,0.0462302585741929,64.78449164721523,715341.9223447602,338.9997182220751,97.70080428237831,0.0086473997255172,0.3196742980155888,0.1477283041804579,74.91758638997257,0.1785018745359496,68.85899919272826,3.0593712854401174,0.0,,0.0400442252893347,,0.017847971980929765,4.0190970117784675,0.0,0.8417943072540429,0.0167226824246525,0.0016288246602832,1.429408461294368,0.9987812773059876
30.0,424.888533795299,61.918917920067095,0.0038003847959834,508899.8727138185,0.0056315036819816,61.724544301882766,59.018089064284496,0.0847565799815434,349944.527445836,0.3374579990811343,419.3675573941665,0.8988153531403014,0.0206991441543062,0.0794620580244144,205.9647719790535,516255.4988443295,338.99921971580994,83.66071990198078,0.0086096149855653,0.2118326700046142,0.0925097340838135,62.96859560345548,0.0807712538213353,91.08847157284144,5.051825171076014,0.01919056921270371,,0.0581779649837867,,0.014785848312771466,4.335509056992706,0.0,0.6379408635559177,0.0139945029047442,-0.0013743916675783,1.4088783309590034,1.000214815532524
30.0,407.10696062561,66.16569997686946,0.0038004893105315,494572.08890109195,0.0056409765163342,64.02649087395297,61.47870022195676,0.0847842328025807,354711.16057987825,0.3374600612672729,386.91205561104186,0.8993758305178279,0.0206993231528003,0.0794660447080464,207.01883515412376,503094.88831653935,338.99979509394285,83.69896921127994,0.0086108431837125,0.2120503989064803,0.0925198575548842,62.99080152046748,0.0809844764748164,93.05004083896284,5.10831466320572,0.0,,0.0581498610922702,,0.01479186010478917,4.3364649762050815,0.0,0.6378706677652533,0.0140013644448679,-0.0004129642985339,1.4089542994606488,0.9999410379742114
30.0,842.7124379496065,84.06018104078501,0.0036062772049447,1177374.736682185,0.0092094592072004,86.3357607232921,71.91220434986124,0.0831862917899261,109568.21190888163,0.2058464376163798,843.9936395279153,0.9006956113862735,0.0158874864188203,0.0571441192829369,262.3072051027624,1218506.3186578564,339.00003481562175,118.29588486607018,0.0177633394889166,0.2079467284700756,0.1056274343725488,30.642032341545978,0.2586623389796451,68.8375503501824,4.963183948044958,0.017162470848066443,,0.024150506930688,,0.007181050487770925,4.19648830410776,0.0,0.667805741755837,0.0174338553761058,0.0014453402963783,1.406117663684044,0.99747184848659
30.0,225.01259143829927,80.45992947084011,0.0034344530001773,649065.0582808319,0.0116109097790285,80.70742653255266,68.45518554301313,0.1115594810761435,364242.06410696026,0.1602711252052606,231.24636986954388,0.8985850022686346,0.0154308403466611,0.0440045390444308,114.88791691978221,684338.4586840129,338.9994794517506,106.35780044038874,0.0053132715286799,0.2788447018845539,0.2203813531761143,103.3767133504711,0.0694965516154939,63.15621915933857,3.4775499382284774,0.0,,0.0416005964843425,,0.021788694822223505,4.936274083560931,0.0,0.6763629854920441,0.0173783644257199,2.4546005609101744e-05,1.264619126457702,1.0001153721292633
30.0,455.33818314482284,53.52423345892562,0.0037994435690918,509122.15470687946,0.0056253732958387,52.40588715685442,54.86012156682706,0.0847520652842046,379116.6436750748,0.3375701497783825,468.40808718407004,0.9010423424019935,0.0207006738996338,0.0794549845328049,211.5865429950961,505738.00519965065,338.9991280298597,83.68394665633338,0.0086084617623918,0.2118765577310864,0.0925032002410998,62.9830677624575,0.0810999755218803,79.40883448918339,4.437125464119175,0.0,,0.0581675084914534,,0.014786519027198975,4.334734175494308,0.0,0.6381101363238232,0.0140050702411133,-0.0006781677195989,1.4086184956534764,0.999115122217446
30.0,617.3038627888507,55.025957033601884,0.0030661277493705,518045.3353094128,0.0054190818291825,58.08267098327661,64.48165916449278,0.1056503499365551,783790.1872464109,0.3019824255140284,626.4040854405398,0.9003147698953348,0.0172302344855046,0.0620081466685598,105.01223545374265,528526.0062472647,338.99944842752006,80.54023289737039,0.0089390405207968,0.2640930021082096,0.1187430235399685,43.77176323782417,0.0365551392861934,83.91439993245869,3.648148530179368,0.00954499666502939,,0.0538360898718286,,0.009399951439007157,5.094935654747231,0.0,0.6942028451205956,0.0137233819440439,0.0012872057809408,1.2884952412724988,1.0013005460733182
