dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,is_significant,metric
csuite_large_backdoor,20,0.0260122162289917,-0.0025678724050521,0.0557588636875151,0.0185101222671429,0.0925506113357147,False,ate_difference
csuite_large_backdoor,50,0.0306332889090991,0.0047137141227721,0.0557302832603454,0.0037085226185625,0.0148340904742501,True,ate_difference
csuite_large_backdoor,100,0.0197391628792393,0.0010163784027099,0.0379316061735153,0.0048109566691889,0.0288657400151336,True,ate_difference
csuite_large_backdoor,200,0.0119948673566687,-0.0021412782371044,0.0268769562244415,0.0270467196798222,0.1622803180789335,False,ate_difference
csuite_large_backdoor,500,-0.0086061551740277,-0.0225363969802856,0.0058165313520002,0.1053502609439169,0.6321015656635015,False,ate_difference
csuite_large_backdoor,1000,0.0067615180780995,-0.0047035515308379,0.019140192780993,0.1260032256333533,0.5040129025334132,False,ate_difference
csuite_mixed_confounding,20,0.0695439931005239,0.0415379777550697,0.0994240790605545,5.6108817363602625e-09,3.3665290418161575e-08,True,ate_difference
csuite_mixed_confounding,50,0.0133315399289131,-0.0026457194723188,0.0298373103141785,0.0319117171852202,0.1595585859261011,False,ate_difference
csuite_mixed_confounding,100,0.0058990269899368,-0.0062385201454162,0.0168966054916382,0.2465721819669003,0.2465721819669003,False,ate_difference
csuite_mixed_confounding,200,0.0023866891860962,-0.0095734000205993,0.0149101912975311,0.5565634724328369,0.5565634724328369,False,ate_difference
csuite_mixed_confounding,500,0.0178238153457641,-0.0038946270942687,0.0434408600889147,0.0394409506326527,0.0999309178153477,False,ate_difference
csuite_mixed_confounding,1000,0.0077544508259743,-0.003694474697113,0.0192446708679199,0.132070695376344,0.132070695376344,False,ate_difference
csuite_mixed_simpson,20,0.0,0.0,0.0,1.0,1.0,False,ate_difference
csuite_mixed_simpson,50,0.0,0.0,0.0,1.0,1.0,False,ate_difference
csuite_mixed_simpson,100,0.0,0.0,0.0,1.0,1.0,False,ate_difference
csuite_mixed_simpson,200,0.0,0.0,0.0,1.0,1.0,False,ate_difference
csuite_mixed_simpson,500,0.0,0.0,0.0,1.0,1.0,False,ate_difference
csuite_mixed_simpson,1000,0.0,0.0,0.0,1.0,1.0,False,ate_difference
csuite_nonlin_simpson,20,0.0,0.0,0.0,1.0,1.0,False,ate_difference
csuite_nonlin_simpson,50,0.0,0.0,0.0,1.0,1.0,False,ate_difference
csuite_nonlin_simpson,100,0.0,0.0,0.0,1.0,1.0,False,ate_difference
csuite_nonlin_simpson,200,0.0,0.0,0.0,1.0,1.0,False,ate_difference
csuite_nonlin_simpson,500,0.0,0.0,0.0,1.0,1.0,False,ate_difference
csuite_nonlin_simpson,1000,0.0,0.0,0.0,1.0,1.0,False,ate_difference
csuite_symprod_simpson,20,-0.0006524287164211,-0.0139658004045487,0.0134613960981367,0.9342333768907124,0.9342333768907124,False,ate_difference
csuite_symprod_simpson,50,-0.0029716249555349,-0.0166038870811462,0.0110431835055351,0.5916968660875195,1.0,False,ate_difference
csuite_symprod_simpson,100,0.0017752163112163,-0.0099258050322532,0.0134900924749673,0.6723580402630482,1.0,False,ate_difference
csuite_symprod_simpson,200,0.0017090691253542,-0.0109190610777586,0.0144203081727027,0.6976233342391592,1.0,False,ate_difference
csuite_symprod_simpson,500,0.0039434779630973,-0.0106317121535539,0.0171306617558002,0.4330764532843558,0.8661529065687117,False,ate_difference
csuite_symprod_simpson,1000,0.0026126578450202,-0.0070859342813491,0.0121069652959703,0.4473324208168965,0.642882197712759,False,ate_difference
csuite_weak_arrows,20,-0.0012825094163417,-0.0187404006719588,0.0147798955440521,0.8419319948258008,1.0,False,ate_difference
csuite_weak_arrows,50,-0.0051545947790145,-0.0198141634464264,0.0099544525146484,0.3862391255984163,0.7724782511968327,False,ate_difference
csuite_weak_arrows,100,-0.004698172211647,-0.0189177393913269,0.0097346305847167,0.378744928929094,1.0,False,ate_difference
csuite_weak_arrows,200,-0.0012741982936859,-0.0145749449729919,0.0118423026604577,0.8098010180054853,1.0,False,ate_difference
csuite_weak_arrows,500,0.0101606807014904,-0.0022384822368622,0.0207454186482354,0.0292650268706881,0.175590161224129,False,ate_difference
csuite_weak_arrows,1000,-0.0009522101185284,-0.0081056952476501,0.0062130689620971,0.7700896655852555,0.7700896655852555,False,ate_difference
custom_scm,20,0.3298934698104858,0.1957969235789853,0.5179582501625859,9.35634467395059e-09,1.871268934790118e-08,True,ate_difference
custom_scm,50,0.1255344367319306,0.0437032746684628,0.239211039484747,0.0002159076122813,0.0006477228368441,True,ate_difference
custom_scm,100,0.1099058604532441,0.0473904179942686,0.1820220947265624,7.149194220827567e-05,0.0002144758266248,True,ate_difference
custom_scm,200,0.170383193463687,0.0891559123992919,0.2537314891815186,3.806150763030389e-07,1.9030753815151944e-06,True,ate_difference
custom_scm,500,0.0814660240095737,0.0246663953041874,0.1408606005299013,0.000430174574759,0.002150872873795,True,ate_difference
custom_scm,1000,0.034402706593875,-0.0217017697703916,0.0898068380939882,0.1137341919021739,0.3412025757065219,False,ate_difference
