dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,metric,comparison,is_significant
custom_scm_noise1e-2,20,0.0135833333333333,0.0087499999999999,0.0183749999999999,3.4587768597169436e-10,2.075266115830166e-09,k_marginal_tvd,original_vs_topological,True
custom_scm_noise1e-2,50,0.0053333333333333,0.0029583333333332,0.0079999999999999,4.5338937000006065e-08,2.720336220000364e-07,k_marginal_tvd,original_vs_topological,True
custom_scm_noise1e-2,100,0.0022499999999999,0.000625,0.0039583333333333,0.0003559885600719,0.0021359313604318,k_marginal_tvd,original_vs_topological,True
custom_scm_noise1e-2,200,0.0026666666666667,0.0010833333333333,0.0042916666666666,2.0428346669691443e-05,0.0001225700800181,k_marginal_tvd,original_vs_topological,True
custom_scm_noise1e-2,500,0.0014166666666666,0.000125,0.0026666666666666,0.0059464661767898,0.0237858647071594,k_marginal_tvd,original_vs_topological,True
custom_scm_noise1e-2,20,0.0012916666666666,-0.0038749999999999,0.0067916666666666,0.6096365189473874,0.6096365189473874,k_marginal_tvd,original_vs_worst,False
custom_scm_noise1e-2,50,-4.16666666666482e-05,-0.003125,0.0029583333333332,0.9698297877156288,0.9698297877156288,k_marginal_tvd,original_vs_worst,False
custom_scm_noise1e-2,100,-8.333333333335191e-05,-0.0024166666666667,0.0022083333333332,0.9164792160710148,0.9164792160710148,k_marginal_tvd,original_vs_worst,False
custom_scm_noise1e-2,200,0.0005416666666666,-0.0015,0.0026249999999999,0.5611819722255242,0.5611819722255242,k_marginal_tvd,original_vs_worst,False
custom_scm_noise1e-2,500,-0.0012916666666666,-0.0031666666666667,0.0006249999999999,0.1247272944524252,0.2494545889048505,k_marginal_tvd,original_vs_worst,False
