dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,metric,is_significant
csuite_large_backdoor,20,0.0003854166666666,-0.0010277777777777,0.0018055555555556,0.4808988372096445,0.7397123567455929,k_marginal_tvd,False
csuite_large_backdoor,50,0.0003576388888889,-0.0004930555555555,0.0012777777777779,0.3400148818082709,0.6800297636165418,k_marginal_tvd,False
csuite_large_backdoor,100,0.0004375,-0.0003194444444445,0.0011458333333334,0.2308169447814205,0.2308169447814205,k_marginal_tvd,False
csuite_large_backdoor,200,0.0006562499999999,-8.33333333332964e-05,0.001423611111111,0.0335957063278941,0.1007871189836825,k_marginal_tvd,False
csuite_large_backdoor,500,6.249999999992373e-05,-0.0005277777777777,0.0006597222222222,0.8459676630377027,0.8459676630377027,k_marginal_tvd,False
csuite_mixed_confounding,20,0.0028712121212121,0.0013181818181816,0.004431818181818,5.803222450995381e-06,2.9016112254976905e-05,k_marginal_tvd,True
csuite_mixed_confounding,50,0.002092803030303,0.0008598484848485,0.0032499999999999,6.275274558501037e-05,0.000188258236755,k_marginal_tvd,True
csuite_mixed_confounding,100,0.0004772727272727,-0.0004507575757577,0.0014886363636363,0.2757356210934105,0.2757356210934105,k_marginal_tvd,False
csuite_mixed_confounding,200,0.0017897727272727,0.0007916666666666,0.0028181818181818,0.0001066281592248,0.0002132563184496,k_marginal_tvd,True
csuite_mixed_confounding,500,-0.0004829545454545,-0.0011742424242423,0.0002689393939394,0.1333984146030606,0.2667968292061213,k_marginal_tvd,False
csuite_mixed_simpson,20,0.0006666666666667,-0.0002083333333333,0.0017083333333333,0.0550343284758734,0.1651029854276204,k_marginal_tvd,False
csuite_mixed_simpson,50,0.0010833333333333,0.0002083333333333,0.0019583333333333,0.0011156305054208,0.0066937830325248,k_marginal_tvd,True
csuite_mixed_simpson,100,0.000125,-0.0006666666666666,0.0009166666666666,0.7103749785990938,0.7103749785990938,k_marginal_tvd,False
csuite_mixed_simpson,200,-4.16666666666482e-05,-0.0008749999999999,0.0007916666666666,0.9069340788232992,0.9069340788232992,k_marginal_tvd,False
csuite_mixed_simpson,500,-0.000125,-0.0009583333333333,0.0006666666666667,0.7478378109866013,0.9725226838859125,k_marginal_tvd,False
csuite_nonlin_simpson,20,0.0005833333333333,-0.0003749999999999,0.0016249999999999,0.1637561106210894,0.3275122212421788,k_marginal_tvd,False
csuite_nonlin_simpson,50,0.0006666666666666,-0.0002083333333332,0.0015416666666665,0.0702493651306749,0.1404987302613498,k_marginal_tvd,False
csuite_nonlin_simpson,100,0.0,-0.0007916666666666,0.0008333333333333,0.9862831056433976,0.9862831056433976,k_marginal_tvd,False
csuite_nonlin_simpson,200,0.0002916666666666,-0.0004583333333333,0.0010416666666666,0.3532112274048211,0.4145963972611557,k_marginal_tvd,False
csuite_nonlin_simpson,500,0.0006666666666666,-0.0002083333333332,0.0014583333333333,0.0827952743908244,0.1655905487816489,k_marginal_tvd,False
csuite_symprod_simpson,20,-0.0035416666666667,-0.0055416666666666,-0.00175,8.82535901659377e-06,2.647607704978131e-05,k_marginal_tvd,True
csuite_symprod_simpson,50,-0.0021249999999999,-0.0039166666666667,-0.0005,0.0019485141676837,0.0058455425030513,k_marginal_tvd,True
csuite_symprod_simpson,100,-0.0009166666666666,-0.0023333333333332,0.0006249999999999,0.1383548282913692,0.4150644848741077,k_marginal_tvd,False
csuite_symprod_simpson,200,-0.0004583333333333,-0.0017083333333334,0.0007916666666666,0.339140137060488,1.0,k_marginal_tvd,False
csuite_symprod_simpson,500,8.333333333335191e-05,-0.0010416666666666,0.0013749999999999,0.8446194516983724,0.8446194516983724,k_marginal_tvd,False
csuite_weak_arrows,20,0.0016805555555555,0.0003055555555555,0.0030972222222222,0.0016354048570861,0.0081770242854305,k_marginal_tvd,True
csuite_weak_arrows,50,0.0008576388888889,6.944444444406672e-06,0.0017638888888889,0.0091536985710845,0.0457684928554226,k_marginal_tvd,True
csuite_weak_arrows,100,0.0008854166666666,5.555555555555869e-05,0.0018263888888889,0.0065677478117592,0.0328387390587961,k_marginal_tvd,True
csuite_weak_arrows,200,0.0007569444444444,0.000125,0.0013819444444444,0.0018819863475116,0.0094099317375581,k_marginal_tvd,True
csuite_weak_arrows,500,0.00075,-0.000125,0.0015416666666666,0.0285084463454897,0.1140337853819591,k_marginal_tvd,False
custom_scm,20,0.0035416666666666,0.0002916666666666,0.0068749999999999,0.008573339210177,0.025720017630531,k_marginal_tvd,True
custom_scm,50,0.0020416666666666,4.166666666663432e-05,0.0042916666666667,0.0162433424810453,0.048730027443136,k_marginal_tvd,True
custom_scm,100,0.0017083333333332,-0.0008333333333333,0.0041666666666665,0.1234650360719386,0.2498250121536193,k_marginal_tvd,False
custom_scm,200,0.0002916666666666,-0.0015416666666666,0.0022083333333333,0.7595939280124668,0.9132669467716256,k_marginal_tvd,False
custom_scm,500,0.0015833333333333,-0.0008333333333332,0.0039166666666667,0.1053482027933624,0.2498250121536193,k_marginal_tvd,False
csuite_large_backdoor,20,0.014125,0.0095,0.018625,8.679359018628427e-12,4.3396795093142125e-11,nnaa,True
csuite_large_backdoor,50,0.0111249999999999,0.007125,0.0151249999999999,7.356416081481582e-10,3.678208040740791e-09,nnaa,True
csuite_large_backdoor,100,0.00675,0.0035,0.009875,1.0655635103955945e-06,4.262254041582378e-06,nnaa,True
csuite_large_backdoor,200,0.0038749999999999,0.0005,0.0072499999999999,0.0041355514929127,0.0165422059716509,nnaa,True
csuite_large_backdoor,500,0.0001875,-0.0027499999999999,0.003375,0.9069338049981666,0.9069338049981666,nnaa,False
csuite_mixed_confounding,20,0.034625,0.03,0.04,4.3948886115785185e-18,2.6369331669471108e-17,nnaa,True
csuite_mixed_confounding,50,0.019375,0.015875,0.023,1.0094285778652504e-16,4.0377143114610016e-16,nnaa,True
csuite_mixed_confounding,100,0.0086249999999999,0.005125,0.011875,6.413005038735808e-08,1.9239015116207426e-07,nnaa,True
csuite_mixed_confounding,200,0.005625,0.0031250000000001,0.0082499999999999,1.8509191982435987e-06,3.7018383964871975e-06,nnaa,True
csuite_mixed_confounding,500,0.0024999999999999,-0.0003749999999999,0.005375,0.0496034725360317,0.0992069450720635,nnaa,False
csuite_mixed_simpson,20,0.0024999999999999,-0.00075,0.0055000000000001,0.0616544921844187,0.1849634765532563,nnaa,False
csuite_mixed_simpson,50,0.0007499999999999,-0.0026249999999999,0.003875,0.6072217613573443,1.0,nnaa,False
csuite_mixed_simpson,100,0.0007499999999999,-0.0018749999999999,0.003375,0.5025377812608733,0.9574995694947246,nnaa,False
csuite_mixed_simpson,200,0.0025,-0.0003749999999999,0.005375,0.0316334662380571,0.0949003987141715,nnaa,False
csuite_mixed_simpson,500,0.0036249999999999,0.000875,0.0064999999999999,0.0014963807994261,0.0059855231977044,nnaa,True
csuite_nonlin_simpson,20,0.003,0.0002499999999999,0.0058749999999999,0.0110539191746327,0.0331617575238982,nnaa,True
csuite_nonlin_simpson,50,-0.0001249999999999,-0.0026249999999999,0.0021249999999999,0.9082935719130212,1.0,nnaa,False
csuite_nonlin_simpson,100,0.001375,-0.00075,0.0034999999999999,0.1448697903066251,0.2897395806132503,nnaa,False
csuite_nonlin_simpson,200,0.0006249999999999,-0.0016249999999999,0.0028749999999999,0.5798609166383819,1.0,nnaa,False
csuite_nonlin_simpson,500,-0.0011249999999999,-0.0032499999999999,0.0012499999999999,0.2872441302924843,0.5744882605849686,nnaa,False
csuite_symprod_simpson,20,-0.0002499999999999,-0.004,0.0032499999999999,0.8729705017750835,1.0,nnaa,False
csuite_symprod_simpson,50,0.001,-0.00175,0.0041249999999999,0.3778025059424746,0.8431758310615142,nnaa,False
csuite_symprod_simpson,100,0.0010000000000001,-0.0023749999999999,0.0042499999999999,0.4639386638085745,0.6346210157258283,nnaa,False
csuite_symprod_simpson,200,0.001125,-0.00275,0.00525,0.4618399159501324,1.0,nnaa,False
csuite_symprod_simpson,500,0.001,-0.0026249999999999,0.0044999999999999,0.4220549014660869,1.0,nnaa,False
csuite_weak_arrows,20,0.0147499999999999,0.0108749999999999,0.01875,1.3580243808850276e-14,6.790121904425138e-14,nnaa,True
csuite_weak_arrows,50,0.00625,0.0035,0.0093749999999999,4.086800998483511e-07,1.6347203993934044e-06,nnaa,True
