source,dataset,sample_size,baseline,condition,n_pairs,median_baseline,median_condition,effect_hl,effect_ci_lower,effect_ci_upper,statistic,p_value,p_value_holm,holm_significant
cleaned_archive,csuite_large_backdoor,20,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,373.0,0.07180017893999885,0.21540053681999655,False
cleaned_archive,csuite_large_backdoor,20,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,0.0,0.0,567.0,0.7952615903152065,0.7952615903152065,False
cleaned_archive,csuite_large_backdoor,20,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.0,0.0,646.5,0.362338277055378,0.724676554110756,False
cleaned_archive,csuite_large_backdoor,50,vanilla_original,cpdag_discovered_original,100,0.9772727272727272,0.9684201778442616,-0.00537696577243274,-0.008483483483483434,-0.00012538311507376276,1792.5,0.016995396042874575,0.03399079208574915,True
cleaned_archive,csuite_large_backdoor,50,vanilla_original,cpdag_minimal_original,100,0.9772727272727272,0.9727518412924684,-0.002702702702702675,-0.005681818181818177,0.002477059055339681,2134.0,0.2257167739931305,0.2257167739931305,False
cleaned_archive,csuite_large_backdoor,50,vanilla_original,dag_topological,100,0.9772727272727272,0.9618525778094559,-0.010985198889916697,-0.016482055826318065,-0.0054344562541284724,1466.5,0.0003280305067388105,0.0009840915202164314,True
cleaned_archive,csuite_large_backdoor,100,vanilla_original,cpdag_discovered_original,100,0.9533312591670742,0.9530180180180181,-0.003116296763201576,-0.010416666666666685,0.0044441374228607056,2289.0,0.48486012337078443,0.48486012337078443,False
cleaned_archive,csuite_large_backdoor,100,vanilla_original,cpdag_minimal_original,100,0.9533312591670742,0.9437260852355192,-0.010204081632653128,-0.017361732593520585,-0.003205598786277186,1727.0,0.007302738312148518,0.021908214936445555,True
cleaned_archive,csuite_large_backdoor,100,vanilla_original,dag_topological,100,0.9533312591670742,0.9488115291035,-0.006179662557841442,-0.012827004219409188,0.002111096450719163,2055.5,0.13843838129717964,0.2768767625943593,False
cleaned_archive,csuite_large_backdoor,200,vanilla_original,cpdag_discovered_original,100,0.9603174603174603,0.9581582633053222,-0.0037878787878787845,-0.011466733870967694,0.0038124999999999964,2227.0,0.3228255269421596,0.6456510538843192,False
cleaned_archive,csuite_large_backdoor,200,vanilla_original,cpdag_minimal_original,100,0.9603174603174603,0.9547008547008549,-0.003076923076922977,-0.008930756055786693,0.004235266046289543,2318.0,0.5156602604955793,0.6456510538843192,False
cleaned_archive,csuite_large_backdoor,200,vanilla_original,dag_topological,100,0.9603174603174603,0.9461410984848485,-0.010869565217391297,-0.01676045999510639,-0.0034188034188036287,1767.5,0.011462822201872573,0.03438846660561772,True
cleaned_archive,csuite_large_backdoor,500,vanilla_original,cpdag_discovered_original,100,0.9609746811345897,0.9603960396039604,-0.0042499532972165854,-0.010151515151515078,0.004854368932038777,2318.5,0.4937883251578016,0.4937883251578016,False
cleaned_archive,csuite_large_backdoor,500,vanilla_original,cpdag_minimal_original,100,0.9609746811345897,0.95,-0.009904873982543888,-0.01928008792819208,-0.003620689655172371,1777.5,0.011650059583884652,0.03495017875165395,True
cleaned_archive,csuite_large_backdoor,500,vanilla_original,dag_topological,100,0.9609746811345897,0.9601980198019802,-0.00495049504950501,-0.014150943396226412,0.0042997542997543214,2131.5,0.2079724608066219,0.4159449216132438,False
cleaned_archive,csuite_mixed_confounding,20,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,0.0,,,False
cleaned_archive,csuite_mixed_confounding,20,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,0.0,0.0,0.0,,,False
cleaned_archive,csuite_mixed_confounding,20,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.0,0.0,0.0,,,False
cleaned_archive,csuite_mixed_confounding,50,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,1071.0,0.09653042732307528,0.1085681138150013,False
cleaned_archive,csuite_mixed_confounding,50,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,0.0,0.0,869.5,0.03326333886338342,0.09979001659015024,False
cleaned_archive,csuite_mixed_confounding,50,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.0,0.0,1061.5,0.05428405690750065,0.1085681138150013,False
cleaned_archive,csuite_mixed_confounding,100,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.002512562814070418,1819.5,0.2627472075563704,0.7882416226691111,False
cleaned_archive,csuite_mixed_confounding,100,vanilla_original,cpdag_minimal_original,100,1.0,0.9974874371859296,0.0,-0.0025125628140703626,1.1102230246251565e-16,2045.5,0.4849721974524379,0.9699443949048758,False
cleaned_archive,csuite_mixed_confounding,100,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.0,1.281854073731381e-05,1951.0,0.7169601248079387,0.9699443949048758,False
cleaned_archive,csuite_mixed_confounding,200,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,1871.0,0.951574865321237,0.951574865321237,False
cleaned_archive,csuite_mixed_confounding,200,vanilla_original,cpdag_minimal_original,100,1.0,0.9948979591836736,-0.002551020408163185,-0.0025641025641024995,-2.6164311878518198e-05,928.0,4.155686065763201e-05,0.00012467058197289602,True
cleaned_archive,csuite_mixed_confounding,200,vanilla_original,dag_topological,100,1.0,0.9948979591836736,-0.0025380710659898,-0.0025641025641024995,-1.1102230246251565e-16,1170.0,0.0006155214236351895,0.001231042847270379,True
cleaned_archive,csuite_mixed_confounding,500,vanilla_original,cpdag_discovered_original,100,1.0,0.9948453608247424,-2.741228070168855e-05,-0.002604166666666685,-5.551115123125783e-17,1242.0,0.00891339006458711,0.00891339006458711,True
cleaned_archive,csuite_mixed_confounding,500,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,-0.0026041666666666297,-5.551115123125783e-17,801.0,0.0016477400844886949,0.0032954801689773897,True
cleaned_archive,csuite_mixed_confounding,500,vanilla_original,dag_topological,100,1.0,0.9947916666666666,-0.0025906735751294874,-0.002604166666666685,-1.3777900247979868e-05,555.5,1.8992686666958286e-05,5.6978060000874856e-05,True
cleaned_archive,csuite_mixed_simpson,20,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,1748.0,0.8970229501146474,1.0,False
