action_CHO_g,glucose_kinetics_1,ins_action_prod_2,ka1,sto_liquid,kp3,ins_action_prod_1,subcut_insulin_1,m4,intestine,m1,subcut_glucose,f,kd,Vi,glucose_kinetics_2,sto_solid,ke2,Ib,kmin,m2,d,BW,kabs,subcut_insulin_2,insulin_kinetics,insulin_liver,CR,kmax,CF,action_insulin_U_per_min,kp1,ins_action_utilization,b,ka2,ke1,u2ss,Fsnc
30,367.5617536319736,5324.462479855733,0.0039668066619704,756276.3437940748,0.0086194404082033,5662.244410199531,5122.974011190113,0.142167397600321,186915.35553535205,0.1490411197624475,347.5213969180373,0.8986859862963932,0.0161798660814305,0.0385545942853313,61.0634658837383,739575.6319736909,338.99983607627206,124.03822511966084,0.0063087254509669,0.3553536204887544,0.1936603769814137,80.13627713212065,0.1715369179670256,5199.4336683308975,216.43152484666464,0.0037735238119380376,8.246865478578995,0.0415903983961301,16.55899724551708,1.36515,4.577163794351286,5489.861384523623,0.8588196795158622,0.0158499612847235,2.9009268211286656e-05,1.6759944954867123,1.000848385831401
60,480.73846568781374,8826.030808473593,0.0039515277319653,1335519.6071051215,0.0100763484444179,8550.742428207295,7094.580223419834,0.1159914688648375,2878306.977023672,0.2173980773523246,483.094081112839,0.8982889280624424,0.0151807053186848,0.0419831045757496,89.76344273432566,1322295.4649948596,338.999898112313,101.5286719730705,0.006137532533123,0.2899493150442127,0.1868973241265702,106.2821966695692,0.0203264095704617,5586.28701010641,338.45553938922563,0.0,7.00150011153456,0.0456390038585357,9.211797843205204,2.4149416666666665,4.835261538612849,7690.2833641798925,0.6588379811698029,0.0194019659317386,0.0006979051761588,1.218736922229525,1.0002523155216547
90,1014.8620461128705,16332.000614744133,0.0037667330032783,3222352.4679049547,0.0132065189480343,17191.6703208533,16264.452208706103,0.1151602863950286,508848.3557460131,0.1636148298829892,1033.871909525118,0.8998120545496147,0.0160614247335284,0.0478461638386542,101.30432259693185,3303710.1606653067,339.0003429533586,107.22550920887448,0.0032331606177436,0.2877996393639077,0.2663387745187419,83.80493762139128,0.173154136124752,12912.01100394573,828.1478800745756,0.0,7.297496935042781,0.0265916931148644,8.892417575819259,4.349283333333333,5.0202810704489425,16782.19259382825,0.7802859366614963,0.0201823167217405,0.0012164496820898,1.3650141035348309,1.000100198697066
60,780.7970900716475,14393.29199889093,0.0036737386572325,1801859.446254284,0.0061174010943355,14484.856890861323,14286.60875144741,0.1334389037597869,481798.33052212204,0.2046096845064387,768.6776549781622,0.8982841430879092,0.0152004388365217,0.0423142762763749,86.7607049310777,1700688.4599257496,338.9990163304468,100.59266235504349,0.0027379638480071,0.3336152752445959,0.275003380186028,79.97041470057295,0.13729826595672,12392.145426709616,585.5584954758813,0.0,4.358613333123011,0.0370406645714712,7.027411137917587,3.4580333333333333,3.647387009745124,13813.00968786847,0.7400096578251002,0.0172326685990722,0.0017843008604349,1.4281335176334466,1.001151137524183
30,502.94051170390435,9003.95988078882,0.0023620719244922,1120434.7475371037,0.0038794206080404,9326.87435729798,16813.231291321,0.1609058594411726,53055.80128694918,0.1521851236850961,508.68389104825184,0.8989170002559909,0.0121498508464976,0.0501573909346763,289.43358183955263,1081759.9161772588,338.99932287482636,144.6510852419699,0.0154014388646022,0.4022204063267249,0.1596030082465598,57.53142043618435,0.5818284370704552,17297.63165354466,470.9564307543973,0.0,5.904099133921355,0.0283669269006178,15.487843833471672,2.3018083333333332,3.308630562825443,9108.227955306922,0.9720632244887006,0.0122304682972354,-0.0011614268894892,2.986469105701658,0.9995011264952028
30,474.60580227744924,2730.570912220072,0.0038000655137832,522330.5658417628,0.0056338850221517,2775.596663432523,2824.934484892898,0.0847894525833433,375043.1274268714,0.3374505175758322,475.9905730843984,0.8998216097713105,0.0207018078583374,0.0794565056082221,201.5621773019329,529220.1568986479,338.9987323788974,83.69237984066692,0.0086168757303398,0.2119686342009003,0.0923167267676737,63.0048778283802,0.0807724683459369,3920.6989920729643,218.96054090967576,0.0,16.004562417178978,0.0581615412722003,42.66875578052631,0.7340000000000001,4.335199751083563,2677.989344678964,0.6378294156420209,0.0140018853722214,9.951753628752012e-05,1.4088771369135478,1.000411119318425
90,1053.5711927273794,12672.62186620958,0.0041,2174003.5388883944,0.009496,12449.946502773968,12339.522244587908,0.146151113821,557729.0277136427,0.14648,1047.5863618119029,0.9,0.0162,0.036354,59.13784367821458,2206171.775020431,339.0,131.45,0.0056532,0.365377784552,0.20675,81.631,0.16971,11974.642547292207,484.64795899592605,0.017153819930435295,9.0,0.042043,17.9345522688,3.271041666666667,4.73543373289,13281.172214723463,0.86326,0.0156,0.0005,1.74604298612,1.0
0,12.802909774115628,71.41920966277074,0.0034372501967168,1.110229779361499e-08,0.0152454687780183,72.73885217083362,92.43278517732051,0.1026203317310868,3.453722589140306e-08,0.1946823041970231,12.95574306730435,0.9009296676889216,0.0142731971612789,0.060737967775904,173.26730404173043,0.0,339.0009714477996,107.36728583643264,0.0077639998930734,0.2564186329760857,0.2885868853109491,47.43705378543003,0.7233873723254303,74.96544204140216,4.478776797116798,0.0,14.359662877713587,0.0163039278359778,33.87362523519272,0.012633333333333333,5.164374185550726,0.0,0.893235036829823,0.0172254775068277,0.000859717399599,1.6838319786367482,1.0007051609650617
90,872.9068885527785,3779.98917565369,0.0029,2834417.2901869593,0.0069361,3648.2955924214552,3600.051604279197,0.076572709492,160215.97454154768,0.28169,852.2031187127398,0.9,0.0151,0.06621,183.58276877312548,2822522.6143191108,339.0,118.61,0.013232,0.19143177373,0.10058,91.229,0.58034,4007.4493557670035,237.4057677747835,0.03226821387880824,22.0,0.032851,26.1530845971,0.9596666666666667,4.30434014431,3540.8028956322564,0.93322,0.0133,0.0005,1.50334589878,1.0
30,360.25157356745945,5295.846128067434,0.0028634851973677,1406487.273983956,0.0177002028280591,5242.289919039178,5426.32534928218,0.0828996513981788,136106.28668173196,0.2163486046957916,360.7114765777037,0.8991023856977721,0.0164227231277478,0.0654668317156459,131.6872059562158,1417671.8461268127,338.99891412321705,97.27177293906408,0.0014960772033054,0.2072878565880718,0.2259869662157314,76.97904353388365,0.2168481985011577,6005.056798247575,356.348014040743,0.0,9.204992264261588,0.0211692671508404,9.808176247501663,1.3119666666666667,5.675133681566546,5280.446305492836,0.8871568013193074,0.0148962288090645,0.0004810985896873,1.2800010998379574,1.0013372793316189
0,18.753471314758812,512.5821163584027,0.0030004686859398,0.0,0.0175648757882482,513.6322641960124,550.0464245352207,0.1658266897420933,5.327622533008855e-09,0.1094160522122042,18.830736175808234,0.8989485509325079,0.0148996560912268,0.03443758185374,383.66512312865086,0.0,338.9988885483069,101.26953843943082,0.0066258745298506,0.4146801044935153,0.1441719067840957,44.780022939376614,0.0467367125636736,545.298020371842,17.287815663624343,0.0026016870465252954,23.00428629196444,0.0467575192936504,33.52722277974147,0.07451666666666668,6.592919331879127,390.33430056900727,0.5642196520533872,0.0148058830497843,0.0016686410405794,1.4465107207772063,1.00030613517987
30,371.325434196296,1932.7680992385508,0.0025809991081595,935625.3522955793,0.0051299838862696,2002.9113581978622,3312.3787516662833,0.1267462675971098,49063.639268471496,0.2045839822069601,369.4438975020605,0.8996170121608489,0.013345853573982,0.0566421715779601,249.7772438068061,969893.8267152193,339.00010688675155,134.1198611594164,0.0145189825710546,0.3167951753246688,0.1358077574830067,71.16072226344481,0.581732541016988,3397.0907496137493,115.92778985200883,0.010237511532761302,12.423660389471353,0.0301906129178715,19.812854700839964,0.6267166666666667,3.711301957979273,1978.3523450786165,0.956088630689678,0.0126645461496258,0.0029191006639361,2.386737650635673,0.9999250299398892
30,379.7463857158094,188.01755405227985,0.0062493081296084,789779.0650617167,-0.004174308722949,197.46000934648094,85.99953545802751,0.2034717958375104,286958.47230842145,0.219891816964954,392.39493840346904,0.9006232293884726,0.0146834505718783,0.0133041292427228,0.0,792093.9403559485,338.9989372024291,108.38526944383482,0.0040277261161809,0.5086115915804086,0.3513742347816593,70.34575487337706,0.10640533544731,39.69849186676504,2.5322656619733155,0.0,12.0,0.0376095430787438,4.692660294315807,0.020341666666666668,2.0246662865664327,77.0926649431437,0.6507059850543815,0.0309728792105982,-6.168326678963475e-06,1.6460009452066997,0.998028877246824
60,518.3143983313704,10095.857072313102,0.0023344281686997,1192573.8161623685,0.0086255577277854,10184.226935681441,10413.825400603544,0.1010200177170798,1802379.129493417,0.2008509673434965,532.5883078275496,0.9020518779650236,0.0147280673112169,0.0500122444732286,140.9121129799819,1129520.1014816335,338.9983226555951,96.05217508329426,0.0045577331593339,0.2525120474458646,0.1899927077462584,105.19454769771004,0.0340842118023834,17607.645672946393,524.2121898191989,0.0,8.193495400143062,0.0530475930575581,8.315455413491286,3.1357416666666666,4.245313410918478,9661.473033500375,0.6643140718843203,0.0089643533708565,0.000129183695574,1.2248583836081068,1.0000607375636104
30,600.524075027815,7913.002675694196,0.0035,436783.38535139366,0.006996318,7920.516719061266,5330.342903019416,0.0530384291325,924085.8185306903,0.288329479,627.6526579051173,0.9,0.0164,0.074044682,114.97896622466007,462221.9070788515,339.0,104.4935749,0.008004161,0.132596072831,0.142843935,45.5397665,0.032863284,6005.955148035638,572.9176328390341,0.03069146830377366,8.0,0.066365919,24.9969862972,0.7713583333333335,5.56798696445,7621.963289511976,0.951778007,0.0143,0.0005,1.02592147609,1.0
