dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,comparison,is_significant
custom_scm_noise1e-2,20,1.1423070376336255,0.8287138938903809,1.507339466655191,2.9260416298520113e-16,1.7556249779112068e-15,vanilla_vs_dag,True
custom_scm_noise1e-2,50,0.9124940606564124,0.7010329907357377,1.1555765812813918,1.960659347540536e-17,1.1763956085243215e-16,vanilla_vs_dag,True
custom_scm_noise1e-2,100,0.5656395472913505,0.3872384916185698,0.7849299907684326,6.118237096853961e-16,3.6709422581123766e-15,vanilla_vs_dag,True
custom_scm_noise1e-2,200,0.2363537549972534,0.1433663368225098,0.3357311432778518,1.3754339280391944e-09,8.252603568235168e-09,vanilla_vs_dag,True
custom_scm_noise1e-2,500,0.1402209373920997,0.076503038406372,0.2041742801666261,1.795258858932317e-07,8.976294294661586e-07,vanilla_vs_dag,True
custom_scm_noise1e-2,1000,0.0489997294932763,-0.0019513314187209,0.1035170555114745,0.0116116930259832,0.0696701581558996,vanilla_vs_dag,False
custom_scm_noise1e-2,20,1.1448069214820862,0.8445702791213989,1.5082247202813308,1.0436647815408658e-15,5.218323907704329e-15,vanilla_vs_minimal,True
custom_scm_noise1e-2,50,0.9151606559753418,0.6986306796907745,1.1557344198226929,1.5579198910001615e-16,6.231679564000646e-16,vanilla_vs_minimal,True
custom_scm_noise1e-2,100,0.5957776308059692,0.430739993375508,0.7945022528588455,7.245464848115238e-16,3.6709422581123766e-15,vanilla_vs_minimal,True
custom_scm_noise1e-2,200,0.217218762117656,0.1222879886627197,0.3182491009652297,5.0442126304009286e-08,2.0176850521603717e-07,vanilla_vs_minimal,True
custom_scm_noise1e-2,500,0.1552228358775536,0.0871510505676269,0.2249871437966506,3.919452682493509e-08,2.3516716094961057e-07,vanilla_vs_minimal,True
custom_scm_noise1e-2,1000,0.0517038675755103,-0.0031975562155563,0.1077022552490234,0.0139556757358696,0.0697783786793484,vanilla_vs_minimal,False
