dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,is_significant,metric
csuite_large_backdoor,20,0.0097454041242599,-0.0109272301197051,0.0329254120588302,0.2833800008206221,0.8501400024618663,False,ate_difference
csuite_large_backdoor,50,-0.0051923729479312,-0.0273245661597466,0.0170170441269874,0.5565634724328369,1.0,False,ate_difference
csuite_large_backdoor,100,0.0072481296956539,-0.0102526038031792,0.024467801217339,0.2849259401528399,0.4773492529061444,False,ate_difference
csuite_large_backdoor,200,-0.0094039246866595,-0.0293048173189163,0.0133294789276552,0.2787763214683321,1.0,False,ate_difference
csuite_large_backdoor,500,-0.0042432933192467,-0.0198489637036109,0.0112109333276748,0.435096441493116,1.0,False,ate_difference
csuite_large_backdoor,1000,-0.0151278735060477,-0.0296356379985809,-0.0012441277503967,0.0048109566691889,0.0288657400151336,True,ate_difference
csuite_mixed_confounding,20,0.0164530798792839,-0.0276950933039188,0.0594419054687022,0.3768854572946933,0.7537709145893867,False,ate_difference
csuite_mixed_confounding,50,0.022556722164154,-0.006469119016081,0.0586014986038208,0.0568019175499593,0.1704057526498781,False,ate_difference
csuite_mixed_confounding,100,0.0198693630974739,0.0034297223649919,0.0396996851526201,0.0037907457132868,0.0151629828531472,True,ate_difference
csuite_mixed_confounding,200,0.0202741863448172,0.0039175152778625,0.037014365196228,0.00570252812187,0.0171075843656102,True,ate_difference
csuite_mixed_confounding,500,0.0293262990433722,0.014376163482666,0.0449239130578935,2.874910625498527e-06,1.3216570375322989e-05,True,ate_difference
csuite_mixed_confounding,1000,0.0251066569723188,0.0092096924781799,0.0408699397481977,6.650450524344509e-05,0.0003325225262172,True,ate_difference
csuite_mixed_simpson,20,0.2072289841026067,0.1464781550467013,0.2617227745950222,6.307811034237109e-11,1.8923433102711322e-10,True,ate_difference
csuite_mixed_simpson,50,0.1426188591867685,0.0907354652881622,0.1892742216587066,1.70216096905093e-09,5.106482907152791e-09,True,ate_difference
csuite_mixed_simpson,100,0.0094491392374038,-0.0185448378324508,0.0393087553083897,0.4092592100268002,0.5204486791618614,False,ate_difference
csuite_mixed_simpson,200,-0.0348578834086657,-0.0562857104241847,-0.0136722313463688,0.0001160317372075,0.0003480952116227,True,ate_difference
csuite_mixed_simpson,500,-0.048324019357562,-0.0734564091563223,-0.0265486538410186,1.1460555723962285e-07,6.87633343437737e-07,True,ate_difference
csuite_mixed_simpson,1000,-0.0241457081288098,-0.0425775063931941,-0.0061880350112915,0.0005152354158274,0.0030914124949646,True,ate_difference
csuite_nonlin_simpson,20,-0.0154431313276291,-0.0805059671401977,0.0477712154388427,0.5658323009305045,0.6346210157258283,False,ate_difference
csuite_nonlin_simpson,50,0.0009311437606811,-0.0427890419960021,0.044109582901001,0.9616074190130768,1.0,False,ate_difference
csuite_nonlin_simpson,100,-0.0152146391868591,-0.0480117201805114,0.0200779438018798,0.3322421202721664,0.6644842405443327,False,ate_difference
csuite_nonlin_simpson,200,0.0055723190307616,-0.0219318957328798,0.0330956578254699,0.6376046699936373,1.0,False,ate_difference
csuite_nonlin_simpson,500,-0.0076185636520385,-0.0345377922058105,0.0194000005722046,0.407310248043495,1.0,False,ate_difference
csuite_nonlin_simpson,1000,-0.007771760225296,-0.0318326101303101,0.0152429938316345,0.4171103591647601,1.0,False,ate_difference
csuite_symprod_simpson,20,0.0483786854892969,0.0136672338079661,0.0856709299217909,0.0003727428746878,0.001863714373439,True,ate_difference
csuite_symprod_simpson,50,0.0639365880945697,0.0199178983997553,0.1048817118238658,0.0001576371813406,0.0009458230880438,True,ate_difference
csuite_symprod_simpson,100,0.0155026465654373,-0.0111856423318385,0.0408335775136947,0.1251544595595329,0.7509267573571974,False,ate_difference
csuite_symprod_simpson,200,-0.0035946639254688,-0.0251176516674459,0.0170767302084713,0.6799004477897137,1.0,False,ate_difference
csuite_symprod_simpson,500,-0.0009402821036055,-0.0179838621988892,0.0157371099255978,0.8635033772834252,1.0,False,ate_difference
csuite_symprod_simpson,1000,0.0055322895683348,-0.0132623253781348,0.0232717660795897,0.4112137096441099,0.9519315235887424,False,ate_difference
csuite_weak_arrows,20,-0.0060975104570388,-0.0317378342151639,0.0192034840583801,0.4808994854883417,1.0,False,ate_difference
csuite_weak_arrows,50,-0.0040830820798873,-0.0255653262138366,0.0170645713806153,0.615670737630266,1.0,False,ate_difference
csuite_weak_arrows,100,-0.0025962591171264,-0.0215579867362976,0.0161541402339935,0.6673479673381713,1.0,False,ate_difference
csuite_weak_arrows,200,-0.0133076122305355,-0.0290558040142058,0.0020806193351745,0.0195631464911002,0.1173788789466016,False,ate_difference
csuite_weak_arrows,500,0.0004038661718368,-0.0121389627456665,0.0125900506973266,0.9178441245028052,1.0,False,ate_difference
