dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,comparison,is_significant
csuite_large_backdoor,20,-0.01474813465029,-0.0381289049983024,0.0071137845516204,0.0783362276887256,0.3133449107549024,vanilla_original_vs_topological,False
csuite_large_backdoor,50,-0.0033444501459598,-0.0229328959326958,0.0169701278209686,0.7129472348148089,1.0,vanilla_original_vs_topological,False
csuite_large_backdoor,100,-0.0070096782913315,-0.0224356800317764,0.0110908746719359,0.2803051943535077,0.5606103887070155,vanilla_original_vs_topological,False
csuite_large_backdoor,200,0.0022741958925616,-0.0215315222740173,0.0248832316059851,0.7991587121799286,0.7991587121799286,vanilla_original_vs_topological,False
csuite_large_backdoor,500,0.0061381012201308,-0.0095437108617042,0.0209051878113532,0.277253131442673,0.9393969138020808,vanilla_original_vs_topological,False
csuite_large_backdoor,1000,0.0097458511590957,-0.0038684187612962,0.0245294570922851,0.0643396752015911,0.3216983760079557,vanilla_original_vs_topological,False
csuite_mixed_confounding,20,-0.1197884753346443,-0.1684583127498627,-0.0712040141224861,1.5803323839645013e-08,7.901661919822508e-08,vanilla_original_vs_topological,True
csuite_mixed_confounding,50,0.0211078822612762,-0.0045731663703918,0.050671100616455,0.0321873364471756,0.1595585859261011,vanilla_original_vs_topological,False
csuite_mixed_confounding,100,0.0269143523890524,0.0088708996772765,0.046551764011383,0.0006897366388043,0.0023413002826595,vanilla_original_vs_topological,True
csuite_mixed_confounding,200,0.0181730389595031,0.0002660751342773,0.0349025611318647,0.0078646695199314,0.0471880171195885,vanilla_original_vs_topological,True
csuite_mixed_confounding,500,0.0073473843056708,-0.0189364782497286,0.0344705581665039,0.5269610710548687,0.5269610710548687,vanilla_original_vs_topological,False
csuite_mixed_confounding,1000,0.0119469463825225,-0.0014391541481018,0.0253974199295044,0.0453810692815753,0.0907621385631506,vanilla_original_vs_topological,False
csuite_mixed_simpson,20,0.3165715858340263,0.2573846565783024,0.3733176613450051,4.3422989190124274e-17,2.6053793514074567e-16,vanilla_original_vs_topological,True
csuite_mixed_simpson,50,0.2650835067033767,0.2034783227145671,0.325414091348648,6.473311925753083e-16,3.88398715545185e-15,vanilla_original_vs_topological,True
csuite_mixed_simpson,100,0.1152444705367088,0.0755977008938791,0.1619818495810032,3.5073815762877393e-12,2.104428945772643e-11,vanilla_original_vs_topological,True
csuite_mixed_simpson,200,0.029548226505518,0.0095817744731902,0.0547786938250065,0.0001391558175456,0.000695779087728,vanilla_original_vs_topological,True
csuite_mixed_simpson,500,0.0191121691018343,-0.0025339735448359,0.040852665901184,0.0210483558873679,0.1262901353242078,vanilla_original_vs_topological,False
csuite_mixed_simpson,1000,0.0187938064336776,-0.0013433992862701,0.0417479276657104,0.0136906635189791,0.0821439811138746,vanilla_original_vs_topological,False
csuite_nonlin_simpson,20,0.4487330362796785,0.3185297548770904,0.5720145359039306,1.4798157454021381e-13,7.39907872701069e-13,vanilla_original_vs_topological,True
csuite_nonlin_simpson,50,0.3115954101085663,0.2359610199928283,0.3960084915161133,1.9809780081603547e-15,1.1885868048962128e-14,vanilla_original_vs_topological,True
