dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,comparison,is_significant
csuite_large_backdoor,20,-0.0005821883678436,-0.0150560140609741,0.0140477195382118,0.9287668478981904,0.9287668478981904,vanilla_original_vs_topological,False
csuite_large_backdoor,50,0.0043207984417676,-0.0146830379962921,0.0219020843505859,0.5728322123507377,1.0,vanilla_original_vs_topological,False
csuite_large_backdoor,100,0.0079250819981098,-0.0045511513095116,0.0208030641078948,0.1193373132265361,0.4773492529061444,vanilla_original_vs_topological,False
csuite_large_backdoor,200,0.0006463453173637,-0.0155002772808074,0.0183219760656356,0.9014897097022484,1.0,vanilla_original_vs_topological,False
csuite_large_backdoor,500,0.0033297836780548,-0.0088862865309929,0.0158045291900635,0.4938320601564909,1.0,vanilla_original_vs_topological,False
csuite_large_backdoor,1000,0.0079135596752166,-0.0013402700424194,0.0178693146366858,0.026809441110138,0.13404720555069,vanilla_original_vs_topological,False
csuite_mixed_confounding,20,-0.1138573959469795,-0.1653866320848464,-0.060719221830368,1.3571797346865746e-07,8.143078408119448e-07,vanilla_original_vs_topological,True
csuite_mixed_confounding,50,0.0146959779541939,-0.0112654566764831,0.0409353375434875,0.1536073341933093,0.3072146683866186,vanilla_original_vs_topological,False
csuite_mixed_confounding,100,0.023108959197998,0.0035518407821655,0.0438212752342224,0.0037907457132868,0.0151629828531472,vanilla_original_vs_topological,True
csuite_mixed_confounding,200,0.0175265016276389,0.0023835897445678,0.0338575839996338,0.00570252812187,0.0171075843656102,vanilla_original_vs_topological,True
csuite_mixed_confounding,500,0.0284383479990064,0.013924169961363,0.0420933846868573,5.850754041320781e-06,1.7552262123962344e-05,vanilla_original_vs_topological,True
csuite_mixed_confounding,1000,0.0136045962572097,-7.784366607669485e-05,0.0276306271553039,0.0256498257341969,0.0512996514683939,vanilla_original_vs_topological,False
csuite_mixed_simpson,20,0.3223346086461096,0.2572659403085709,0.387389101088047,4.3571215496604895e-16,2.6142729297962937e-15,vanilla_original_vs_topological,True
csuite_mixed_simpson,50,0.3025987595319748,0.2384860217571259,0.3621750734746456,9.330061592707216e-16,3.7320246370828864e-15,vanilla_original_vs_topological,True
csuite_mixed_simpson,100,0.1184338324815035,0.0807245386540889,0.1713980423510075,4.696115989201907e-12,1.8784463956807627e-11,vanilla_original_vs_topological,True
csuite_mixed_simpson,200,0.0369361185580492,0.0136750936508179,0.0641108142435551,5.1141812114637424e-05,0.0002045672484585,vanilla_original_vs_topological,True
csuite_mixed_simpson,500,0.0155063271522522,-0.0027406202852726,0.0353453470170496,0.0461270988220496,0.1383812964661489,vanilla_original_vs_topological,False
csuite_mixed_simpson,1000,0.0185296678096056,0.0003827512264251,0.0367183102071284,0.0143616857750039,0.0430850573250119,vanilla_original_vs_topological,True
csuite_nonlin_simpson,20,0.4661829769611358,0.3300025210380555,0.5909574673175813,6.6021857921471e-14,3.96131147528826e-13,vanilla_original_vs_topological,True
csuite_nonlin_simpson,50,0.3081463873386383,0.234002028465271,0.390174925327301,1.9809780081603547e-15,1.1885868048962128e-14,vanilla_original_vs_topological,True
csuite_nonlin_simpson,100,0.1645608246326446,0.1210166811943054,0.2093595266342163,2.4829640944730302e-14,1.4897784566838182e-13,vanilla_original_vs_topological,True
csuite_nonlin_simpson,200,0.0639046854972839,0.0302782654762267,0.1013990640640258,6.662170105826981e-06,2.6648680423307924e-05,vanilla_original_vs_topological,True
csuite_nonlin_simpson,500,-0.0004503600597381,-0.0290472507476806,0.0271118535995482,0.958867441403214,1.0,vanilla_original_vs_topological,False
csuite_nonlin_simpson,1000,0.0614618830680847,0.0294092640876771,0.0901355996131896,1.3362521540199086e-06,8.017512924119451e-06,vanilla_original_vs_topological,True
csuite_symprod_simpson,20,-0.0496327076107263,-0.0849371696282178,-0.0148919820785522,0.00054227591388,0.0021691036555202,vanilla_original_vs_topological,True
csuite_symprod_simpson,50,-0.0017388239502906,-0.0386457741260528,0.0365081503987312,0.8851770022716838,1.0,vanilla_original_vs_topological,False
csuite_symprod_simpson,100,-0.006694576703012,-0.0328604578971863,0.0195986857246607,0.500367472717453,1.0,vanilla_original_vs_topological,False
csuite_symprod_simpson,200,0.0061416008705273,-0.0132631114143878,0.0251604467630386,0.358601729152343,1.0,vanilla_original_vs_topological,False
csuite_symprod_simpson,500,0.0113372914223,-0.0056156920660287,0.0279576419312506,0.0658411207762094,0.3292056038810474,vanilla_original_vs_topological,False
csuite_symprod_simpson,1000,0.00560696516186,-0.0122035984490066,0.0222662258893251,0.4270481369484205,0.9519315235887424,vanilla_original_vs_topological,False
csuite_weak_arrows,20,-0.0026445835828781,-0.0218886286020278,0.0159065723419189,0.6925422804041386,1.0,vanilla_original_vs_topological,False
csuite_weak_arrows,50,0.0099179556868038,-0.0049908757209778,0.0248266380829736,0.07950838739406,0.4770503243643601,vanilla_original_vs_topological,False
csuite_weak_arrows,100,0.0070020258426666,-0.0077400725884362,0.021151065826416,0.214518849595961,0.9744494841434288,vanilla_original_vs_topological,False
csuite_weak_arrows,200,-0.0008049270412884,-0.0140856504440307,0.0113288980526849,0.8662073147584464,1.0,vanilla_original_vs_topological,False
csuite_weak_arrows,500,0.0139940562550908,0.0032355189323425,0.0251401144461707,0.0009523760411821,0.0057142562470927,vanilla_original_vs_topological,True
csuite_weak_arrows,1000,-0.0004104673862457,-0.00832861661911,0.0077365040779113,0.9069368853915614,0.9069368853915614,vanilla_original_vs_topological,False
custom_scm,20,0.8471518754959106,0.6331732273101807,1.0751983357059878,5.790255143573768e-14,2.3161020574295073e-13,vanilla_original_vs_topological,True
custom_scm,50,0.8257744527155122,0.6509809494018555,1.0147738456726074,1.1020511023218767e-16,5.510255511609384e-16,vanilla_original_vs_topological,True
custom_scm,100,0.5252735614776611,0.3660635948181152,0.694838285446167,2.540385380669566e-13,1.2701926903347829e-12,vanilla_original_vs_topological,True
custom_scm,200,0.0719308853149413,-0.0165259838104248,0.1680610179901123,0.0572504721619659,0.1717514164858977,vanilla_original_vs_topological,False
custom_scm,500,0.0653702997869291,-0.0085048675537109,0.1399204301250058,0.0251982742271116,0.1007930969084467,vanilla_original_vs_topological,False
custom_scm,1000,0.0751732587814331,0.0117044878590029,0.1475529670715332,0.0025663133753302,0.0128315668766512,vanilla_original_vs_topological,True
simglucose,20,31.289304025955342,13.586593627929688,51.67420196533203,0.0007435485144769,0.0007435485144769,vanilla_original_vs_topological,True
simglucose,50,14.945569284744412,-8.091221841126071,43.174700276031786,0.1833102218003396,0.1833102218003396,vanilla_original_vs_topological,False
simglucose,100,23.232968791351027,3.6924185594174337,44.12289145782528,0.0208574862603717,0.0208574862603717,vanilla_original_vs_topological,True
simglucose,200,34.44551347892747,25.33526611328125,44.321044921875,2.6806833296131677e-10,2.6806833296131677e-10,vanilla_original_vs_topological,True
simglucose,500,24.29961416725115,17.10759975112944,32.10468575164737,5.311468043336473e-10,5.311468043336473e-10,vanilla_original_vs_topological,True
simglucose,1000,9.060518972091526,0.81170654296875,16.37322998046875,0.0344666316769785,0.0344666316769785,vanilla_original_vs_topological,True
