algorithm,column_order,train_size,seed,correlation_matrix_difference,k_marginal_tvd,nnaa,nnaa_raw
vanilla,original,20,0,1.8578069744006596,0.3487777777777778,0.22650000000000003,0.7265
vanilla,original,20,1,0.902566095588736,0.3200416666666666,0.1519999999999999,0.6519999999999999
vanilla,original,20,2,1.0795967595663307,0.3713194444444445,0.18700000000000006,0.687
vanilla,original,20,3,1.4266517179468765,0.3438055555555556,0.14725,0.64725
vanilla,original,20,4,1.7963585791234329,0.3095138888888888,0.15600000000000003,0.656
vanilla,original,20,5,1.4174113185085522,0.3145694444444444,0.16025,0.66025
vanilla,original,20,6,1.4354873882475188,0.3163194444444444,0.14050000000000007,0.6405000000000001
vanilla,original,20,7,2.2505387335386997,0.3324583333333333,0.13524999999999998,0.63525
vanilla,original,20,8,1.379413797204875,0.3164861111111112,0.16274999999999995,0.66275
vanilla,original,20,9,1.2154230714674277,0.3120138888888888,0.12824999999999998,0.62825
vanilla,original,20,10,1.219713451158615,0.3349583333333334,0.18674999999999997,0.68675
vanilla,original,20,11,1.24350725640872,0.3294027777777778,0.14549999999999996,0.6455
vanilla,original,20,12,1.8942738895194793,0.3240694444444444,0.16074999999999995,0.66075
vanilla,original,20,13,1.7881610293138952,0.3731111111111111,0.20500000000000007,0.7050000000000001
vanilla,original,20,14,1.000491461031143,0.3212500000000001,0.12149999999999994,0.6214999999999999
vanilla,original,20,15,1.265494586609854,0.3275138888888888,0.15599999999999992,0.6559999999999999
vanilla,original,20,16,0.8746261728395919,0.3395138888888889,0.14925,0.64925
vanilla,original,20,17,1.280320342556732,0.3168750000000001,0.15625,0.65625
vanilla,original,20,18,0.8298027801306562,0.3195694444444444,0.14649999999999996,0.6465
vanilla,original,20,19,2.026326725100214,0.3307916666666666,0.15474999999999994,0.6547499999999999
vanilla,original,20,20,2.516366470498431,0.3532222222222222,0.1855,0.6855
vanilla,original,20,21,1.0596100215161393,0.3011388888888888,0.13775000000000004,0.63775
vanilla,original,20,22,1.799301239382398,0.3273472222222222,0.127,0.627
vanilla,original,20,23,2.3706368633959105,0.3254861111111111,0.14949999999999997,0.6495
vanilla,original,20,24,1.5731445715497288,0.3420416666666667,0.15650000000000008,0.6565000000000001
vanilla,original,20,25,1.3378600087121604,0.3046666666666666,0.13149999999999995,0.6315
vanilla,original,20,26,0.95688442511445,0.3156944444444445,0.16625,0.66625
vanilla,original,20,27,1.8871052940430584,0.3401805555555556,0.14225,0.64225
vanilla,original,20,28,1.175841462700964,0.313125,0.15649999999999997,0.6565
vanilla,original,20,29,1.593404410387966,0.3686805555555556,0.21399999999999997,0.714
vanilla,original,20,30,1.33379484726152,0.3001388888888889,0.13724999999999998,0.63725
vanilla,original,20,31,1.724440502302142,0.3106666666666667,0.14050000000000007,0.6405000000000001
vanilla,original,20,33,1.870713418818097,0.3333055555555556,0.15874999999999995,0.65875
vanilla,original,20,34,2.049000689969671,0.3572361111111111,0.2015,0.7015
vanilla,original,20,35,1.3511706596438635,0.3084722222222222,0.15175000000000005,0.65175
vanilla,original,20,36,1.1909489833742477,0.3086944444444444,0.12424999999999997,0.62425
vanilla,original,20,37,1.0903793962845971,0.306513888888889,0.11824999999999997,0.61825
vanilla,original,20,38,3.0896752106666567,0.3943472222222222,0.20025000000000004,0.70025
vanilla,original,20,39,1.3416755064518495,0.3017083333333334,0.15549999999999997,0.6555
vanilla,original,20,40,2.1576959253705685,0.347625,0.17425000000000002,0.67425
vanilla,original,20,41,1.5997934672398064,0.3509166666666667,0.17874999999999996,0.67875
vanilla,original,20,42,1.714059612651476,0.3168611111111111,0.14575000000000005,0.64575
vanilla,original,20,44,0.9536686372908276,0.3513055555555555,0.19199999999999995,0.692
vanilla,original,20,45,1.702050194879928,0.2995277777777778,0.126,0.626
vanilla,original,20,46,2.149906109315499,0.3386666666666666,0.18775000000000008,0.6877500000000001
vanilla,original,20,47,2.359242243056268,0.3473472222222222,0.17000000000000004,0.67
vanilla,original,20,48,0.9772996115606926,0.3144444444444444,0.11575000000000002,0.61575
vanilla,original,20,49,1.4944095214868127,0.3398472222222222,0.12050000000000005,0.6205
vanilla,original,20,50,0.979599344963368,0.3086805555555556,0.12175000000000002,0.62175
